"","unique_event_ID","same_whale_ID","ship","observer_location","count","ship_speed","distance","whale_behavior","visibility","waves","X_whale_UTM","Y_whale_UTM","wind","ship_whale_bearing","ship_speed_scaled","count_factor"
"2025","2012-07-02-N-024","2012-07-02-N-024","Diamond Princess","Starboard",1,11.39795048,971.1295187,"BL-Blowing","excellent","calm",433210.28,6502158.459,"moderate",20.8695397,-0.968936094480927,"1"
"2026","2012-07-02-N-027","2012-07-02-N-027","Diamond Princess","Starboard",2,10.97192942,4467.65199,"BL-Blowing","excellent","calm",439728.1487,6481983.421,"moderate",-10.0209666,-1.0969052406519,"2-3"
"2027","2012-07-04-N-006","2012-07-04-N-006","Zuiderdam","Starboard",1,17.91664576,1990.131355,"BL-Blowing","good","calm",404208.2863,6525075.853,"moderate",-55.30421679,0.989163979563209,"1"
"2028","2012-07-04-N-018","2012-07-04-N-018","Zuiderdam","Starboard",1,18.25244443,295.1997465,"BL-Blowing","good","1'",429946.5943,6506250.414,"strong",77.78249891,1.09003192511794,"1"
"2029","2012-07-04-N-020","2012-07-04-N-020","Zuiderdam","Starboard",2,18.12988229,3985.552049,"DF-Dive-fluke-up","excellent","calm",439266.6179,6492176.573,"moderate",-4.989274705,1.05321643902745,"2-3"
"2030","2012-07-04-N-024","2012-07-04-N-024","Zuiderdam","Starboard",1,16.46648545,4985.647436,"DF-Dive-fluke-up","excellent","calm",439518.6545,6486761.393,"moderate",-15.0203326,0.553561625346881,"1"
"2031","2012-07-09-N-021","2012-07-09-N-021","Island Princess","Port",1,17.89202375,985.8903575,"DF-Dive-fluke-up","poor","1'",411213.1363,6522314.201,"moderate",30.33521073,0.981767965862118,"1"
"2032","2012-07-09-N-023","2012-07-09-N-023","Island Princess","Port",1,18.17121884,588.7220502,"BL-Blowing","poor","1'",416604.5365,6519183.569,"moderate",-35.9968204,1.06563320314036,"1"
"2033","2012-07-10-N-017","2012-07-10-N-017","Westerdam","Starboard",1,11.29652892,3985.541861,"SA-Surface-active","good","2'",420961.3262,6516192.634,"strong",-10.0073828,-0.999401326496753,"1"
"2034","2012-07-10-N-021","2012-07-10-N-021","Westerdam","Starboard",1,11.53003397,1197.991596,"BL-Blowing","good","2'",433750.084,6503957.408,"strong",-90.6839356,-0.929260564265162,"1"
"2035","2012-07-12-N-016","2012-07-12-N-016","Norwegian Pearl","Starboard",2,13.15807019,553.8766101,"BL-Blowing","excellent","calm",391926.6537,6530119.991,"moderate",51.2645433,-0.440227451656079,"2-3"
"2036","2012-07-12-N-019","2012-07-12-N-019","Norwegian Pearl","Starboard",1,18.40066551,3988.839769,"DF-Dive-fluke-up","excellent","calm",437377.2815,6490422.614,"light",15.10234117,1.13455490023128,"1"
"2037","2012-07-15-N-002","2012-07-15-N-002","Volendam","Starboard",1,14.35028631,542.7889066,"BL-Blowing","excellent","calm",439620.2699,6481164.553,"moderate",15.44462029,-0.0821069424782652,"1"
"2038","2012-07-15-N-004","2012-07-15-N-004","Volendam","Starboard",1,14.21954662,1596.441265,"BL-Blowing","excellent","calm",437338.7699,6482731.017,"moderate",-80.29892154,-0.121378819084454,"1"
"2039","2012-07-15-N-008","2012-07-15-N-008","Volendam","Starboard",1,15.24232712,494.9064159,"BL-Blowing","excellent","calm",416798.4273,6518945.331,"moderate",-70.87927446,0.185846244637331,"1"
"2040","2012-07-15-N-009","2012-07-15-N-009","Volendam","Starboard",1,13.90421884,1992.747638,"BL-Blowing","excellent","calm",414073.0863,6520085.906,"moderate",-50.15708114,-0.216097673524629,"1"
"2041","2012-07-15-N-026","2012-07-15-N-026","Volendam","Starboard",1,11.16608038,420.2939687,"BL-Blowing","poor-fog","calm",399899.5013,6528967.169,"moderate",40.98089917,-1.03858574682342,"1"
"2042","2012-07-18-N-002","2012-07-18-N-002","Zuiderdam","Starboard",1,10.74747656,4986.244034,"BL-Blowing","excellent","calm",437762.6791,6488855.135,"moderate",10.05116593,-1.16432688607439,"1"
"2043","2012-07-18-N-020","2012-07-18-N-020","Zuiderdam","Starboard",1,18.0731498,591.9820328,"BL-Blowing","excellent","calm",399567.8182,6527799.675,"moderate",91.38417943,1.03617500848067,"1"
"2044","2012-07-18-N-025","2012-07-18-N-025","Zuiderdam","Starboard",1,18.29324436,4985.677901,"BL-Blowing","excellent","calm",438151.6432,6488320.647,"moderate",0.022984149,1.10228749813101,"1"
"2045","2012-07-18-N-027","2012-07-18-N-027","Zuiderdam","Starboard",1,14.18962756,3985.552049,"BL-Blowing","excellent","calm",439384.9402,6481022.953,"moderate",-4.989274705,-0.130365972354384,"1"
"2046","2012-07-20-N-002","2012-07-20-N-002","Statendam","Port",1,13.2178297,4985.359603,"BL-Blowing","excellent","1'",437382.9071,6488900.799,"moderate",4.991625983,-0.4222767581615,"1"
"2047","2012-07-20-N-005","2012-07-20-N-005","Statendam","Port",1,14.83602328,590.1000737,"BL-Blowing","excellent","1'",437797.3786,6489881.239,"moderate",-41.05378403,0.0637998005230695,"1"
"2048","2012-07-20-N-009","2012-07-20-N-009","Statendam","Port",1,16.07574868,1985.327708,"DF-Dive-fluke-up","excellent","calm",398966.1954,6529500.765,"moderate",4.978971991,0.43619125207354,"1"
"2049","2012-07-20-N-017","2012-07-20-N-017","Statendam","Port",1,13.19683291,688.3489624,"BL-Blowing","excellent","calm",388475.7393,6539647.827,"light",-30.74765597,-0.428583820278643,"1"
"2050","2012-07-20-N-024","2012-07-20-N-024","Statendam","Port",1,16.59758497,386.8524094,"BL-Blowing","excellent","calm",438519.478,6490268.375,"light",-21.0129128,0.592941588482564,"1"
"2051","2012-07-20-N-026","2012-07-20-N-026","Statendam","Port",2,12.82000602,2985.337515,"BL-Blowing","excellent","calm",437582.922,6484825.2,"light",10.01052287,-0.541775913100448,"2-3"
"2052","2012-07-20-N-028","2012-07-20-N-028","Statendam","Port",1,13.15658713,737.5057852,"DF-Dive-fluke-up","excellent","calm",437706.6011,6486843.138,"light",40.60507568,-0.440672936491782,"1"
"2053","2012-07-22-N-003","2012-07-22-N-003","Volendam","Starboard",1,9.840933863,1191.08367,"BL-Blowing","excellent","calm",438358.0109,6484744.893,"moderate",0.096207862,-1.43663618201066,"1"
"2054","2012-07-22-N-005","2012-07-22-N-005","Volendam","Starboard",1,10.65975183,2191.615022,"BL-Blowing","excellent","calm",437960.1093,6486343.408,"moderate",10.09148694,-1.19067783406785,"1"
"2055","2012-07-22-N-010","2012-07-22-N-010","Volendam","Starboard",1,12.15417951,435.6031841,"BL-Blowing","excellent","calm",438442.3892,6487959.265,"moderate",25.72816557,-0.741778349559105,"1"
"2056","2012-07-22-N-012","2012-07-22-N-012","Volendam","Starboard",1,13.02798622,1591.291556,"BL-Blowing","excellent","calm",438299.2791,6490153.751,"moderate",-30.09624181,-0.479302361641587,"1"
"2057","2012-07-22-N-038","2012-07-22-N-038","Volendam","Starboard",1,14.17107865,2991.006262,"RE-Resting","excellent","calm",438059.0653,6484960.387,"moderate",-4.976542545,-0.135937734875003,"1"
"2058","2012-07-22-N-039","2012-07-22-N-039","Volendam","Starboard",2,13.81834662,1991.609411,"BL-Blowing","excellent","calm",437586.3172,6485812.836,"moderate",10.10067444,-0.241892160476063,"2-3"
"2059","2012-07-23-N-006","2012-07-23-N-006","Sapphire Princess","Starboard",1,19.25094891,4969.054121,"BL-Blowing","excellent","calm",418219.6827,6519087.425,"moderate",10.1096938,1.38996490437839,"1"
"2060","2012-07-23-N-007","2012-07-23-N-007","Sapphire Princess","Starboard",1,18.69602057,1971.37589,"DF-Dive-fluke-up","excellent","calm",418314.2667,6516328.689,"moderate",-35.43989142,1.22327430496089,"1"
"2061","2012-07-23-N-034","2012-07-23-N-034","Sapphire Princess","Starboard",1,13.95723782,4967.63642,"LF-Lunge-feed","good","calm",439356.8792,6493132.76,"moderate",-4.98630845,-0.200171715306845,"1"
"2062","2012-07-23-N-037","2012-07-23-N-037","Sapphire Princess","Starboard",3,14.62860747,1477.589621,"BL-Blowing","good","calm",436613.0052,6488825.011,"moderate",61.15559589,0.00149578177793771,"2-3"
"2063","2012-07-26-N-002","2012-07-26-N-002","Diamond Princess","Starboard",2,15.14071853,4467.860403,"SA-Surface-active","excellent","calm",437520.0501,6488590.998,"moderate",0.051295951,0.155324832137355,"2-3"
"2064","2012-07-27-N-003","2012-07-27-N-003","Zaandam","Starboard",1,13.71959924,1984.342924,"BL-Blowing","excellent","calm",427020.9815,6510705.146,"moderate",10.13809594,-0.271554116401952,"1"
"2065","2012-07-27-N-020","2012-07-27-N-020","Zaandam","Starboard",1,8.539925499,1993.632454,"BL-Blowing","poor","calm",437988.1291,6498070.687,"moderate",60.43194595,-1.82743594553028,"1"
"2066","2012-07-31-N-003","2012-07-31-N-003","Westerdam","Starboard",1,11.13237125,1286.11498,"DF-Dive-fluke-up","good","calm",438341.8238,6482218.955,"moderate",-25.1884815,-1.04871136968409,"1"
"2067","2012-07-31-N-005","2012-07-31-N-005","Westerdam","Starboard",1,12.80195809,786.493861,"DF-Dive-fluke-up","good","1'",435644.8785,6498811.829,"moderate",-30.39469867,-0.547197190143075,"1"
"2068","2012-07-31-N-021","2012-07-31-N-021","Westerdam","Starboard",1,13.60720182,997.9899499,"BL-Blowing","good","1'",430238.2487,6508013.439,"moderate",-90.82100795,-0.305316301466748,"1"
"2069","2012-07-31-N-022","2012-07-31-N-022","Westerdam","Starboard",1,14.0904175,1609.130807,"DF-Dive-fluke-up","good","1'",435369.0558,6501113.586,"moderate",-25.15064576,-0.160166909119744,"1"
"2070","2012-07-31-N-025","2012-07-31-N-025","Westerdam","Starboard",4,14.11225176,4485.555166,"DF-Dive-fluke-up","good","1'",439570.75,6481861.654,"moderate",-4.99047025,-0.153608285915822,"4+"
"2071","2012-07-31-N-026","2012-07-31-N-026","Westerdam","Starboard",1,14.29144126,901.9883536,"BL-Blowing","good","1'",437543.5701,6485320.241,"moderate",90.90839751,-0.0997829484599609,"1"
"2072","2012-08-02-N-013","2012-08-02-N-013","Norwegian Pearl","Starboard",2,17.38909167,2987.047819,"DF-Dive-fluke-up","good","calm",440113.3058,6493272.002,"moderate",-30.05439653,0.830696117771809,"2-3"
"2073","2012-08-02-N-014","2012-08-02-N-014","Norwegian Pearl","Starboard",1,15.27704345,4986.769131,"BL-Blowing","good","calm",439137.1764,6484891.188,"moderate",-14.99307658,0.196274412456757,"1"
"2074","2012-08-02-N-016","2012-08-02-N-016","Norwegian Pearl","Starboard",1,13.86796771,1988.233045,"BL-Blowing","good","calm",437757.137,6486045.347,"moderate",10.17657042,-0.226986867955141,"1"
"2075","2012-08-03-N-020","2012-08-03-N-020","Statendam","Port",1,16.88708581,2485.974414,"DF-Dive-fluke-up","good","calm",436827.8683,6496405.251,"light",25.09945855,0.679902489689137,"1"
"2076","2012-08-03-N-022","2012-08-03-N-022","Statendam","Port",2,16.85442739,1794.474053,"DF-Dive-fluke-up","good","calm",439612.8447,6495559.839,"light",-60.43287746,0.670092481417028,"2-3"
"2077","2012-08-03-N-023","2012-08-03-N-023","Statendam","Port",2,16.71132263,2985.337515,"DF-Dive-fluke-up","good","calm",438397.006,6491644.103,"light",10.01052287,0.62710635779628,"2-3"
"2078","2012-08-03-N-024","2012-08-03-N-024","Statendam","Port",1,16.76241622,4485.66779,"BL-Blowing","good","calm",437517.2275,6489492.002,"light",20.03933989,0.642453963116799,"1"
"2079","2012-08-03-N-030","2012-08-03-N-030","Statendam","Port",3,13.78278857,4985.359603,"DF-Dive-fluke-up","good","calm",437887.3688,6482789.592,"light",4.991625983,-0.252573166006646,"2-3"
"2080","2012-08-05-N-004","2012-08-05-N-004","Volendam","Starboard",1,17.82134912,744.7198629,"BL-Blowing","excellent","calm",438856.6206,6496733.927,"moderate",-60.5100682,0.960538564533814,"1"
"2081","2012-08-05-N-006","2012-08-05-N-006","Volendam","Starboard",1,18.39478038,1999.60723,"BL-Blowing","excellent","calm",439143.3988,6503009.236,"moderate",75.25866892,1.13278711189423,"1"
"2082","2012-08-05-N-009","2012-08-05-N-009","Volendam","Starboard",1,18.34173871,991.8871614,"RE-Resting","excellent","calm",424770.1758,6514702.627,"moderate",15.24330718,1.11685433800418,"1"
"2083","2012-08-05-N-029","2012-08-05-N-029","Volendam","Starboard",1,19.20658786,791.0104768,"DF-Dive-fluke-up","good","calm",439969.6635,6494253.022,"moderate",-25.13839559,1.37663963428083,"1"
"2084","2012-08-05-N-030","2012-08-05-N-030","Volendam","Starboard",2,16.02682294,3991.1581,"BL-Blowing","good","calm",437131.955,6485582.957,"moderate",0.028711357,0.421494830320157,"2-3"
"2085","2012-08-05-N-031","2012-08-05-N-031","Volendam","Starboard",2,10.3194847,786.0295026,"BL-Blowing","good","calm",438788.3911,6483256.095,"moderate",0.145785473,-1.29288802549864,"2-3"
"2086","2012-08-06-N-002","2012-08-06-N-002","Sapphire Princess","Starboard",2,8.851571705,2967.631446,"BL-Blowing","good","calm",438545.0775,6481925.947,"moderate",-10.03156439,-1.73382297041293,"2-3"
"2087","2012-08-06-N-007","2012-08-06-N-007","Sapphire Princess","Starboard",1,18.71206915,1471.1536,"DF-Dive-fluke-up","poor","1'",419020.5949,6517937.312,"moderate",20.57398315,1.22809501283824,"1"
"2088","2012-08-06-N-019","2012-08-06-N-019","Sapphire Princess","Starboard",1,19.53274152,776.3818001,"BL-Blowing","poor","calm",421318.4858,6516149.019,"light",-51.62517702,1.47461039044659,"1"
"2089","2012-08-06-N-022","2012-08-06-N-022","Sapphire Princess","Starboard",3,13.21753307,667.7071814,"DF-Dive-fluke-up","poor","calm",438355.5243,6486842.253,"moderate",-15.3813746,-0.42236586053552,"2-3"
"2090","2012-08-06-N-023","2012-08-06-N-023","Sapphire Princess","Starboard",1,13.11639077,367.4558882,"DF-Dive-fluke-up","poor","calm",438175.8868,6486350.804,"moderate",0.623714715,-0.452747207816259,"1"
"2091","2012-08-08-N-005","2012-08-08-N-005","Zuiderdam","Starboard",1,17.51478206,992.3032126,"BL-Blowing","poor","calm",415915.1594,6520625.211,"moderate",50.70675851,0.868451274500909,"1"
"2092","2012-08-08-N-020","2012-08-08-N-020","Zuiderdam","Starboard",1,18.59723923,547.9820329,"BL-Blowing","poor","calm",416578.077,6519719.472,"moderate",-91.49534587,1.19360214805526,"1"
"2093","2012-08-08-N-023","2012-08-08-N-023","Zuiderdam","Starboard",1,12.57551714,419.5067251,"BL-Blowing","poor","calm",438848.4662,6485032.327,"light",-81.87630902,-0.615216022427198,"1"
"2094","2012-08-09-N-004","2012-08-09-N-004","Diamond Princess","Starboard",2,18.96642775,1055.627948,"SA-Surface-active","good","1'",418041.1713,6516801.171,"moderate",-61.40044115,1.30449981043966,"2-3"
"2095","2012-08-09-N-005","2012-08-09-N-005","Diamond Princess","Starboard",1,18.98398914,3968.330008,"BL-Blowing","good","calm",413784.6365,6521873.794,"moderate",5.097927229,1.30977493952336,"1"
"2096","2012-08-09-N-022","2012-08-09-N-022","Diamond Princess","Starboard",1,18.66144905,520.9743934,"RE-Resting","good","calm",412360.0531,6522843.973,"strong",-26.09333841,1.21288963548884,"1"
"2097","2012-08-09-N-024","2012-08-09-N-024","Diamond Princess","Starboard",1,18.71297913,1769.967437,"DF-Dive-fluke-up","good","calm",417325.7968,6518075.532,"strong",15.3940174,1.22836835463883,"1"
"2098","2012-08-16-N-002","2012-08-16-N-002","Norwegian Pearl","Starboard",1,11.55126207,1003.954243,"BL-Blowing","excellent","calm",439643.5646,6485383.264,"moderate",90.71910227,-0.92288402073975,"1"
"2099","2012-08-16-N-004","2012-08-16-N-004","Norwegian Pearl","Starboard",1,17.18944848,1490.998305,"BL-Blowing","excellent","calm",435655.6132,6497241.836,"moderate",-65.37386688,0.770726855775349,"1"
"2100","2012-08-16-N-005","2012-08-16-N-005","Norwegian Pearl","Starboard",1,17.42743356,322.0358053,"BL-Blowing","excellent","calm",436521.3527,6498073.85,"moderate",-35.70287237,0.842213339305134,"1"
"2101","2012-08-16-N-007","2012-08-16-N-007","Norwegian Pearl","Starboard",1,17.71594239,1099.190738,"BL-Blowing","excellent","calm",432223.5337,6504107.083,"moderate",10.31938443,0.928876258358681,"1"
"2102","2012-08-16-N-023","2012-08-16-N-023","Norwegian Pearl","Starboard",2,18.150444,4987.37664,"BL-Blowing","excellent","calm",438068.1559,6488856.966,"light",0.045952644,1.05939281085403,"2-3"
"2103","2012-08-16-N-027","2012-08-16-N-027","Norwegian Pearl","Starboard",1,13.28909039,3289.500024,"DF-Dive-fluke-up","excellent","calm",438315.9308,6481230.049,"light",20.14053068,-0.400871314837044,"1"
"2104","2012-08-17-N-002","2012-08-17-N-002","Statendam","Port",1,12.65219906,368.2764838,"BL-Blowing","excellent","calm",441548.4392,6478617.795,"moderate",-15.88445465,-0.592182138071455,"1"
"2105","2012-08-17-N-007","2012-08-17-N-007","Statendam","Port",1,14.89917293,2985.337515,"BL-Blowing","excellent","calm",438867.3539,6492895.244,"moderate",10.01052287,0.0827688317524084,"1"
"2106","2012-08-17-N-009","2012-08-17-N-009","Statendam","Port",1,15.52949227,4486.491631,"BL-Blowing","excellent","calm",436374.0469,6497078.748,"moderate",-15.07259815,0.272105546127168,"1"
"2107","2012-08-17-N-025","2012-08-17-N-025","Statendam","Port",2,18.06791945,3486.040021,"DF-Dive-fluke-up","good","calm",439379.5321,6490260.42,"light",-10.07375581,1.03460390440503,"2-3"
"2108","2012-08-17-N-026","2012-08-17-N-026","Statendam","Port",2,18.30576452,2485.330419,"RE-Resting","good","calm",438362.6366,6489564.403,"light",10.01263989,1.10604833142203,"2-3"
"2109","2012-08-17-N-030","2012-08-17-N-030","Statendam","Port",1,12.95933758,4485.476761,"BL-Blowing","good","calm",438538.6988,6481422.141,"light",-0.025547243,-0.499923191622618,"1"
"2110","2012-08-19-N-002","2012-08-19-N-002","Volendam","Starboard",1,7.169461008,1493.296521,"BL-Blowing","excellent","calm",439647.3356,6482992.753,"moderate",30.23547105,-2.23909909375799,"1"
"2111","2012-08-19-N-005","2012-08-19-N-005","Volendam","Starboard",2,8.948936684,3194.504325,"BL-Blowing","excellent","calm",439762.8894,6486385.825,"moderate",40.12904857,-1.70457626315019,"2-3"
"2112","2012-08-19-N-009","2012-08-19-N-009","Volendam","Starboard",1,18.31160112,578.8423857,"BL-Blowing","excellent","calm",431214.6272,6508501.074,"moderate",90.87207731,1.10780154221058,"1"
"2113","2012-08-19-N-028","2012-08-19-N-028","Volendam","Starboard",1,19.29124115,4991.16448,"RE-Resting","excellent","calm",422177.1501,6515267.762,"moderate",0.022958883,1.40206797634886,"1"
"2114","2012-08-19-N-031","2012-08-19-N-031","Volendam","Starboard",1,19.63965062,2991.355908,"BL-Blowing","excellent","calm",439203.4085,6495602.544,"moderate",5.05286888,1.50672398183784,"1"
"2115","2012-08-19-N-034","2012-08-19-N-034","Volendam","Starboard",3,18.30503259,3991.1581,"BL-Blowing","excellent","calm",438991.5271,6486556.323,"moderate",0.028711357,1.10582847267336,"2-3"
"2116","2012-08-20-N-002","2012-08-20-N-002","Island Princess","Starboard",2,7.780817166,2986.736602,"SA-Surface-active","excellent","calm",439839.8294,6484404.682,"moderate",25.18187464,-2.05545858184145,"2-3"
"2117","2012-08-20-N-005","2012-08-20-N-005","Island Princess","Starboard",1,13.31024017,2484.271768,"BL-Blowing","excellent","calm",438537.0762,6489941.734,"moderate",5.101088733,-0.394518297246073,"1"
"2118","2012-08-20-N-022","2012-08-20-N-022","Island Princess","Starboard",3,17.74481518,4483.970753,"DF-Dive-fluke-up","excellent","calm",438500.405,6491316.305,"moderate",0.038333736,0.937549130737042,"2-3"
"2119","2012-08-20-N-023","2012-08-20-N-023","Island Princess","Starboard",1,13.10578001,795.6012319,"DF-Dive-fluke-up","excellent","calm",438803.8502,6491373.589,"moderate",-86.12910987,-0.455934491321504,"1"
"2120","2012-08-23-N-024","2012-08-23-N-024","Diamond Princess","Starboard",1,18.81328023,2972.828658,"SA-Surface-active","poor","calm",439766.8776,6497449.854,"moderate",-40.33861785,1.25849702040716,"1"
"2121","2012-08-24-N-002","2012-08-24-N-002","Zaandam","Starboard",1,13.62514083,462.0394588,"RE-Resting","good","calm",438591.6722,6485260.859,"strong",92.00931304,-0.299927742054092,"1"
"2122","2012-08-24-N-003","2012-08-24-N-003","Zaandam","Starboard",2,13.2121457,1999.166725,"RE-Resting","good","calm",439951.3659,6486740.765,"strong",80.46719429,-0.423984130625283,"2-3"
"2123","2012-08-24-N-005","2012-08-24-N-005","Zaandam","Starboard",1,12.94722704,1299.172246,"BL-Blowing","poor","calm",439094.8387,6494250.326,"moderate",80.71892964,-0.503560982354066,"1"
"2124","2012-08-24-N-019","2012-08-24-N-019","Zaandam","Starboard",1,15.49626953,1359.329156,"DF-Dive-fluke-up","poor","calm",391748.743,6536380.353,"moderate",-65.58323807,0.262126026168083,"1"
"2125","2012-08-26-N-008","2012-08-26-N-008","Volendam","Starboard",1,14.85735263,1491.286306,"DF-Dive-fluke-up","excellent","calm",394220.1288,6528330.144,"moderate",-30.10269577,0.0702067577469258,"1"
"2126","2012-08-26-N-012","2012-08-26-N-012","Volendam","Starboard",1,13.63346987,2791.325308,"RE-Resting","good","calm",388354.6683,6538558.312,"moderate",-30.05486596,-0.29742584663788,"1"
"2127","2012-08-26-N-024","2012-08-26-N-024","Volendam","Starboard",1,18.67424396,4991.16448,"BL-Blowing","good","1'",439964.0312,6493102.411,"moderate",0.022958883,1.21673299879119,"1"
"2128","2012-08-26-N-026","2012-08-26-N-026","Volendam","Starboard",1,18.86274513,3490.939545,"BL-Blowing","good","1'",439917.3859,6493417.704,"moderate",-9.992782099,1.27335539623119,"1"
"2129","2012-08-26-N-028","2012-08-26-N-028","Volendam","Starboard",1,18.06222844,335.5968647,"BL-Blowing","good","1'",439185.278,6493513.142,"moderate",-15.05947211,1.03289442626198,"1"
"2130","2012-08-26-N-030","2012-08-26-N-030","Volendam","Starboard",1,17.78867349,70.44997822,"BL-Blowing","good","1'",439145.3804,6493556.495,"moderate",-43.36149497,0.950723386683924,"1"
"2131","2012-08-29-N-002","2012-08-29-N-002","Zuiderdam","Starboard",1,11.2868002,1192.847279,"BL-Blowing","good","1'",440600.6184,6480846.566,"strong",55.65711154,-1.00232366088026,"1"
"2132","2012-08-29-N-004","2012-08-29-N-004","Zuiderdam","Starboard",3,10.36022378,996.6477807,"BL-Blowing","good","1'",440341.8891,6481446.639,"strong",70.86588656,-1.28065073074286,"2-3"
"2133","2012-08-29-N-005","2012-08-29-N-005","Zuiderdam","Starboard",1,10.78754664,1994.076718,"DF-Dive-fluke-up","good","1'",440376.7791,6483510.772,"strong",60.40945396,-1.152290547015,"1"
"2134","2012-08-29-N-006","2012-08-29-N-006","Zuiderdam","Starboard",1,11.32497451,3484.55307,"BL-Blowing","good","2'",437638.8724,6492085.439,"strong",-10.01129951,-0.990856777397163,"1"
"2135","2012-08-29-N-014","2012-08-29-N-014","Zuiderdam","Starboard",1,16.38039334,1984.644757,"BL-Blowing","good","1'",387804.505,6540845.758,"strong",0.057739088,0.527701087351981,"1"
"2136","2012-08-29-N-019","2012-08-29-N-019","Zuiderdam","Starboard",1,14.08269357,786.1982769,"RE-Resting","excellent","calm",389493.0512,6537172.159,"moderate",20.51832975,-0.162487040258763,"1"
"2137","2012-08-29-N-030","2012-08-29-N-030","Zuiderdam","Starboard",1,14.63951836,1984.529013,"BL-Blowing","good","1'",439695.5387,6481265.767,"moderate",-10.01984035,0.00477321899492743,"1"
"2138","2012-08-30-N-003","2012-08-30-N-003","Sapphire Princess","Starboard",1,11.9377421,181.3965501,"BL-Blowing","excellent","calm",438031.192,6488889.996,"moderate",-68.17671083,-0.806792296421632,"1"
"2139","2012-08-30-N-029","2012-08-30-N-029","Sapphire Princess","Starboard",1,11.67940472,1473.556122,"DF-Dive-fluke-up","excellent","calm",386568.1494,6540470.992,"moderate",51.05615858,-0.88439224874006,"1"
"2140","2012-08-31-N-003","2012-08-31-N-003","Statendam","Port",2,13.56733632,3985.988991,"BL-Blowing","excellent","calm",438450.2227,6488866.6,"moderate",25.06203011,-0.317291188334263,"2-3"
"2141","2012-08-31-N-016","2012-08-31-N-016","Statendam","Port",1,15.95235922,1800.564837,"BL-Blowing","excellent","calm",387525.9953,6539089.493,"light",40.24783329,0.399127253775668,"1"
"2142","2012-08-31-N-023","2012-08-31-N-023","Statendam","Port",1,17.42524897,885.9605189,"RE-Resting","excellent","calm",438096.0053,6495207.246,"light",-10.29021239,0.841557127339852,"1"
"2143","2012-09-02-N-008","2012-09-02-N-008","Volendam","Starboard",1,12.7635314,218.8374952,"BL-Blowing","excellent","calm",388444.8918,6531985.064,"light",-46.26086348,-0.55873988408754,"1"
"2144","2012-09-08-N-002","2012-09-08-N-002","Dawn Princess","Starboard",1,12.81670142,1974.428401,"BL-Blowing","excellent","calm",439654.555,6488379.776,"moderate",45.99524459,-0.542768556141233,"1"
"2145","2012-09-08-N-003","2012-09-08-N-003","Dawn Princess","Starboard",1,13.11045921,966.4357004,"BL-Blowing","excellent","calm",438749.8169,6488511.757,"moderate",31.56807338,-0.454528942899172,"1"
"2146","2012-09-08-N-005","2012-09-08-N-005","Dawn Princess","Starboard",1,16.56959776,115.3003621,"BL-Blowing","excellent","1'",437041.788,6497366.339,"strong",-89.18230609,0.584534728578953,"1"
"2147","2012-09-08-N-018","2012-09-08-N-018","Dawn Princess","Starboard",1,15.2755518,356.2106203,"RE-Resting","good","calm",389393.2232,6539579.052,"moderate",-96.85236517,0.195826347337897,"1"
"2148","2012-09-10-N-002","2012-09-10-N-002","Diamond Princess","Starboard",1,12.31221882,2969.991917,"BL-Blowing","excellent","calm",438649.3066,6485590.479,"moderate",15.23481357,-0.694306152850919,"1"
"2149","2012-09-10-N-018","2012-09-10-N-018","Diamond Princess","Starboard",1,12.75652824,2967.631446,"BL-Blowing","good","calm",438986.2671,6489961.886,"moderate",-10.03156439,-0.560843508743323,"1"
"2150","2012-09-11-N-022","2012-09-11-N-022","Zaandam","Starboard",1,17.6184073,1484.326114,"BL-Blowing","good","calm",433654.7538,6508904.92,"moderate",10.18461571,0.899578452778345,"1"
"2151","2012-09-13-N-002","2012-09-13-N-002","Sapphire Princess","Starboard",1,18.64504547,643.8009796,"DF-Dive-fluke-up","poor","calm",437634.6278,6491455.931,"moderate",-41.56379381,1.20796229192806,"1"
"2152","2012-09-13-N-025","2012-09-13-N-025","Sapphire Princess","Starboard",1,19.8114555,2469.026093,"BL-Blowing","poor","1'",438017.0684,6494065.794,"light",10.22076536,1.55833111084129,"1"
"2153","2012-09-13-N-027","2012-09-13-N-027","Sapphire Princess","Starboard",2,20.04026284,970.0959695,"DF-Dive-fluke-up","poor","1'",438642.6458,6492853.819,"light",-30.74336881,1.6270607645759,"2-3"
"2154","2012-09-14-N-006","2012-09-14-N-006","Carnival Spirit","Starboard",1,7.025702041,502.0504563,"BL-Blowing","excellent","calm",385814.776,6544100.356,"moderate",92.05466422,-2.28228172952114,"1"
"2155","2012-09-14-N-028","2012-09-14-N-028","Carnival Spirit","Starboard",1,11.65591013,2981.848839,"BL-Blowing","good","2'",438270.5632,6490649.143,"moderate",-4.991860858,-0.891449605533495,"1"
"2156","2012-09-16-N-018","2012-09-16-N-018","Volendam","Starboard",2,18.94188519,2790.930294,"BL-Blowing","excellent","calm",439007.4504,6490413.133,"moderate",-9.990971736,1.2971276621049,"2-3"
"2157","2012-09-16-N-019","2012-09-16-N-019","Volendam","Starboard",1,18.86346304,1191.56827,"BL-Blowing","excellent","calm",438278.2625,6490516.606,"moderate",10.16826929,1.27357104362132,"1"
"2158","2012-09-18-N-018","2012-09-18-N-018","Statendam","Port",1,14.92187559,1485.622554,"DF-Dive-fluke-up","poor","calm",389955.5092,6530685.381,"light",20.11878238,0.0895883068647654,"1"
