unique_event_ID,same_whale_ID,new_dist_shore_whale_m,nearest_X_land_UTM,nearest_Y_land_UTM
2008-09-15-N-046,2008-09-15-N-046,2170.463057,440137.328,6486338.956
2008-09-21-N-011,2008-09-21-N-011,1563.829532,443371.335,6489451.239
2007-08-08-N-010,2007-08-08-N-010,2576.054589,436743.1999,6492754.107
2006-08-28-K-903,2006-08-28-K-903,996.951367,436325.6849,6491696.79
2008-09-14-N-005,2008-09-14-N-005,2686.208562,436325.6849,6491696.79
2009-09-07-N-035,2009-09-07-N-035,1509.334898,440560.7796,6487001.536
2007-08-15-K-036,2007-08-15-K-036,383.508739,442495.485,6486860.4
2008-06-15-K-051,2008-06-15-K-051,1684.599277,440137.328,6486338.956
2010-06-25-N-055,2010-06-25-N-055,2263.919217,440560.7796,6487001.536
2009-08-19-K-062,2009-08-19-K-062,2680.720478,435899.7996,6486334.917
2009-06-01-N-017,2009-06-01-N-017,735.619203,436716.7064,6492982.218
2009-07-26-K-009,2009-07-26-K-009,882.271221,453449.6665,6460999.103
2008-07-07-K-009,2008-07-07-K-009,1495.688303,453092.6272,6460997.376
2008-07-28-K-010,2008-07-28-K-010,2066.349562,451394.7018,6460081.284
2010-08-23-K-058,2010-08-23-K-058,2202.486484,434193.6931,6462884.066
2008-07-07-K-023,2008-07-07-K-023,5954.71535,439301.726,6464061.764
2009-08-16-K-059,2009-08-16-K-059,1692.173483,437743.8809,6464116.061
2009-06-15-K-016,2009-06-15-K-016,4643.828906,446503.0986,6471221.57
2010-08-23-K-057,2010-08-23-K-057,2171.742015,434193.6931,6462884.066
2009-05-27-K-089,2009-05-27-K-089,559.049889,435027.7829,6462993.302
2008-07-02-K-113,2008-07-02-K-113,5015.391969,484693.6975,6454214.875
2008-08-31-K-099,2008-08-31-K-099,4734.130589,484823.6324,6439297.695
2009-08-09-K-092,2009-08-09-K-092,512.836218,436914.4187,6463119.315
2010-08-30-K-008,2010-08-30-K-008,3767.301288,446266.4164,6471341.167
2009-06-10-K-099,2009-06-10-K-099,2713.717398,432391.0721,6460942.262
2008-06-23-K-010,2008-06-23-K-010,1499.982031,453092.6272,6460997.376
2009-06-24-K-089,2009-06-24-K-089,1590.748611,424760.7718,6459473.691
2009-07-01-K-011,2009-07-01-K-011,463.318303,453449.6665,6460999.103
2009-07-26-K-080,2009-07-26-K-080,1651.502502,419754.4329,6463226.027
2009-07-26-K-079,2009-07-26-K-079,239.499095,421185.8432,6459673.187
2008-07-13-K-015,2008-07-13-K-015,3594.067486,454144.8701,6460841.039
2009-07-01-K-014,2009-07-01-K-014,989.844325,453092.6272,6460997.376
2010-05-28-N-055,2010-05-28-N-055,1909.402855,436716.7064,6492982.218
2011-08-03-N-027,2011-08-03-N-027,1909.005203,436743.1999,6492754.107
2011-06-06-N-034,2011-06-06-N-034,2188.166118,436725.8909,6492616.757
2008-08-30-N-035,2008-08-30-N-035,1956.39603,436467.3708,6494190.09
2007-08-05-N-011,2007-08-05-N-011,1074.2042,436299.9848,6494809.171
2011-08-24-N-004,2011-08-24-N-004,1946.889541,437302.6791,6481424.272
2009-06-07-K-101,2009-06-07-K-101,1044.657966,425338.8002,6464519.654
2008-06-23-K-009,2008-06-23-K-009,2534.430978,453092.6272,6460997.376
2010-07-25-K-096,2010-07-25-K-096,6607.089791,487413.4834,6438723.767
2008-06-18-K-074,2008-06-18-K-074,4977.299623,481244.7481,6441887.153
2008-08-31-K-098,2008-08-31-K-098,3813.491883,477309.0004,6444119.664
2009-06-07-K-004,2009-06-07-K-004,3490.228519,487808.488,6453781.405
2008-08-03-K-097,2008-08-03-K-097,4215.656036,473477.8017,6447483.404
2008-08-31-K-094,2008-08-31-K-094,5282.015886,473477.8017,6447483.404
2009-06-24-K-004,2009-06-24-K-004,5450.806454,490442.5511,6451944.295
2008-08-20-K-073,2008-08-20-K-073,5723.935891,473477.8017,6447483.404
2009-05-24-K-009,2009-05-24-K-009,4207.726106,482318.176,6455603.298
2010-07-19-K-100,2010-07-19-K-100,610.816174,425722.1604,6464647.544
2008-09-03-K-093,2008-09-03-K-093,4955.378203,446897.7302,6471231.536
2009-06-15-K-012,2009-06-15-K-012,5592.321186,451692.7782,6460451.422
2009-08-31-K-081,2009-08-31-K-081,2280.38915,417744.2798,6458987.59
2010-08-02-K-082,2010-08-02-K-082,677.214781,417775.9835,6459863.848
2008-07-21-K-078,2008-07-21-K-078,244.242872,417612.7818,6459209.968
2009-07-12-K-095,2009-07-12-K-095,3064.706465,438653.9584,6474157.065
2009-07-26-K-021,2009-07-26-K-020,1733.435685,442935.1767,6480195.475
2008-07-21-K-056,2008-07-21-K-056,1232.695027,438309.8837,6475309.758
2010-07-19-N-004,2010-07-19-N-004,2775.783027,442887.5864,6480229.722
2009-08-29-N-002,2009-08-29-N-002,1539.740753,443126.3798,6480116.249
2009-08-12-K-062,2009-08-12-K-062,2105.797934,438154.0658,6475948.519
2015-06-26-K-100,2015-06-26-K-100,1414.629483,435684.063,6496198.952
2015-06-26-K-241,2015-06-26-K-241,1582.28276,434752.1262,6497483.225
2015-06-30-K-200,2015-06-30-K-200,769.072573,432362.6053,6492447.531
2015-07-10-K-100,2015-07-10-K-100,2002.760492,446291.5293,6499252.368
2008-07-13-K-012,2008-07-13-K-012,3642.798287,454144.8701,6460841.039
2009-07-01-K-017,2009-07-01-K-017,5940.321106,451550.681,6460321.06
2008-08-17-K-053,2008-08-17-K-053,4318.351537,451550.681,6460321.06
2008-07-13-K-021,2008-07-13-K-021,6655.875907,439301.726,6464061.764
2008-07-07-K-015,2008-07-07-K-015,4880.468037,451550.681,6460321.06
2008-07-07-K-016,2008-07-07-K-016,5526.536427,451550.681,6460321.06
2008-09-03-K-092,2008-09-03-K-092,4517.838486,446897.7302,6471231.536
2009-08-26-K-003,2009-08-26-K-003,5407.4552,451692.7782,6460451.422
2008-07-02-K-020,2008-07-02-K-020,5897.110246,446897.7302,6471231.536
2010-08-30-K-004,2010-08-30-K-004,5482.247549,446442.6705,6471241.079
2008-08-06-K-076,2008-08-06-K-076,5012.13883,446442.6705,6471241.079
2009-07-01-K-018,2009-07-01-K-018,6094.250273,446503.0986,6471221.57
2008-06-18-K-071,2008-06-18-K-071,5016.629319,466353.8768,6451923.637
2009-06-15-K-004,2009-06-15-K-004,5503.306035,479337.9664,6460851.889
2009-07-06-K-060,2009-07-06-K-060,3381.33165,416589.4286,6451052.747
2008-07-02-K-108,2008-07-02-K-108,5207.362137,465602.1476,6452622.849
2008-07-21-K-004,2008-07-21-K-004,4559.487284,462110.9319,6454718.964
2009-08-09-K-003,2009-08-09-K-003,5373.023558,465235.1407,6465223.355
2012-08-03-N-023,2012-08-03-N-023,1933.566873,436725.8909,6492616.757
2009-08-26-K-072,2009-08-26-K-072,340.090242,417673.5179,6459802.666
2009-07-06-K-045,2009-07-06-K-045,1294.96304,419043.4873,6459666.17
2009-07-20-K-098,2009-07-20-K-098,1442.737485,417673.5179,6459802.666
2009-07-15-K-084,2009-07-15-K-084,1785.989567,419754.4329,6463226.027
2008-07-13-K-005,2008-07-13-K-005,1289.235498,462110.9319,6454718.964
2010-08-30-K-074,2010-08-30-K-074,414.466355,417578.8794,6459601.97
2009-07-29-K-040,2009-07-29-K-040,1451.997846,423098.4328,6459684.866
2008-07-28-K-017,2008-07-28-K-017,4604.390727,439283.6069,6463871.735
2008-07-16-K-014,2008-07-16-K-014,2825.283539,451692.7782,6460451.422
2008-07-13-K-089,2008-07-13-K-089,1318.054519,454453.5539,6459982.856
2009-07-01-K-016,2009-07-01-K-016,4226.124454,451692.7782,6460451.422
2009-06-07-K-012,2009-06-07-K-012,2656.76142,451692.7782,6460451.422
2009-08-03-K-007,2009-08-03-K-007,4635.823097,451550.681,6460321.06
2009-08-12-K-084,2009-08-12-K-084,568.361614,417578.8794,6459601.97
2009-06-24-K-090,2009-06-24-K-090,640.612149,421317.7546,6459791.178
2008-07-02-K-097,2008-07-02-K-097,5371.977412,447023.1272,6471264.681
2008-06-15-K-017,2008-06-15-K-017,2134.699528,453449.6665,6460999.103
2008-08-11-K-009,2008-08-11-K-009,1944.942553,453092.6272,6460997.376
2009-06-21-K-078,2009-06-21-K-078,1408.71005,437743.8809,6464116.061
2009-07-20-K-094,2009-07-20-K-094,2611.453831,434284.3615,6463010.857
2010-07-19-K-018,2010-07-19-K-018,5389.419941,451692.7782,6460451.422
2008-07-07-K-013,2008-07-07-K-013,6329.988139,446503.0986,6471221.57
2009-06-21-K-079,2009-06-21-K-079,1400.019226,432481.9119,6461018.125
2009-08-19-K-010,2009-08-19-K-010,5289.890653,451692.7782,6460451.422
2008-07-02-K-004,2008-07-02-K-004,2994.669127,453449.6665,6460999.103
2008-08-17-K-045,2008-08-17-K-045,444.572061,446346.2006,6472555.363
2012-06-12-N-039,2012-06-12-N-039,2353.014835,440168.0387,6485494.895
2012-07-26-N-002,2012-07-26-N-002,2777.609241,435899.7996,6486334.917
2010-05-28-N-063,2010-05-28-N-063,1158.024501,437302.6791,6481424.272
2009-09-28-K-084,2009-09-28-K-084,1481.509713,437357.5218,6480542.701
2012-07-22-N-005,2012-07-22-N-005,1914.194977,436151.1577,6485717.44
2009-05-27-K-062,2009-05-27-K-062,2545.856958,436545.1686,6493953.498
2007-08-27-N-025,2007-08-27-N-025,409.092176,436743.1999,6492754.107
2008-07-02-K-104,2008-07-02-K-104,2512.837762,451550.681,6460321.06
2008-07-28-K-002,2008-07-28-K-002,881.836073,453449.6665,6460999.103
2008-06-15-K-011,2008-06-15-K-011,2938.695966,454159.8832,6460823.874
2009-05-27-K-086,2009-05-27-K-086,997.044661,439416.4372,6470812.863
2008-08-25-K-062,2008-08-25-K-062,1468.419344,439477.5869,6470987.941
2008-09-03-K-086,2008-09-03-K-086,3170.225069,439452.3605,6471490.739
2009-05-18-K-063,2009-05-18-K-063,2683.660939,439502.2202,6471200.413
2009-05-24-K-074,2009-05-24-K-074,3330.394942,446134.9195,6471647.086
2008-07-13-K-009,2008-07-13-K-009,2732.08018,462110.9319,6454718.964
2010-07-19-K-042,2010-07-19-K-042,2335.237152,446139.7657,6471937.555
2008-07-02-K-032,2008-07-02-K-032,3307.365212,438653.9584,6474157.065
2009-08-16-K-013,2009-08-16-K-013,3445.998839,446139.7657,6471937.555
2010-07-19-K-043,2010-07-19-K-043,2300.570448,446139.7657,6471937.555
2009-09-28-K-096,2009-09-28-K-096,1563.547387,438621.985,6470496.815
2008-08-11-K-057,2008-08-11-K-057,1042.273499,442887.5864,6480229.722
2010-06-12-N-003,2010-06-12-N-003,1134.346609,442214.446,6480841.452
2007-07-15-K-003,2007-07-15-K-003,2385.667712,438154.0658,6475948.519
2010-07-12-N-002,2010-07-12-N-002,929.908063,437348.517,6480502.605
2010-06-27-N-003,2010-06-27-N-003,822.968132,441630.0644,6482681.707
2008-07-16-K-085,2008-07-16-K-085,2606.583405,437862.4884,6477526.071
2008-07-16-K-086,2008-07-16-K-086,2532.283579,437862.4884,6477526.071
2009-07-01-K-096,2009-07-01-K-096,3706.673009,438310.3029,6475336.513
2008-05-28-N-002,2008-05-28-N-002,1927.797592,437302.6791,6481424.272
2009-06-29-N-002,2009-06-29-N-002,2452.149997,441809.231,6481316.375
2011-07-10-N-002,2011-07-10-N-002,2265.748472,441809.231,6481316.375
2009-09-07-N-002,2009-09-07-N-002,1947.401341,442283.549,6480757.182
2011-07-16-N-002,2011-07-16-N-002,1905.653825,442283.549,6480757.182
2009-09-20-K-006,2009-09-20-K-006,1345.982764,437315.0113,6480411.81
2008-06-23-K-005,2008-06-23-K-005,1670.310988,453449.6665,6460999.103
2009-07-15-K-082,2009-07-15-K-082,3095.47035,432092.8059,6460664.934
2009-08-16-K-064,2009-08-16-K-064,1350.909349,421317.7546,6459791.178
2008-06-11-K-056,2008-06-11-K-056,2657.161669,455704.0746,6458640.013
2009-08-16-K-063,2009-08-16-K-063,1285.340521,421317.7546,6459791.178
2008-06-18-K-004,2008-06-18-K-004,2682.914748,454144.8701,6460841.039
2008-06-15-K-076,2008-06-15-K-076,1990.027213,454159.8832,6460823.874
2009-06-28-K-013,2009-06-28-K-013,1356.408659,454443.7728,6460066.221
2008-08-06-K-083,2008-08-06-K-083,4713.863676,455719.0603,6458619.032
2008-08-20-K-068,2008-08-20-K-068,3708.082134,459723.329,6466127.238
2008-06-15-K-009,2008-06-15-K-009,3595.274006,454288.0551,6460532.28
2008-07-13-K-010,2008-07-13-K-010,2456.027835,455704.0746,6458640.013
2010-07-19-K-012,2010-07-19-K-012,521.23275,453983.0595,6460878.323
2008-06-18-K-005,2008-06-18-K-005,2629.693892,454144.8701,6460841.039
2008-08-11-K-004,2008-08-11-K-004,1194.056031,451692.7782,6460451.422
2008-07-13-K-011,2008-07-13-K-011,3046.642017,454171.3127,6460806.326
2009-06-10-K-009,2009-06-10-K-009,448.951267,453449.6665,6460999.103
2010-08-02-K-080,2010-08-02-K-080,1074.047505,417673.5179,6459802.666
2010-07-19-K-092,2010-07-19-K-092,1788.399513,439259.6388,6471843.287
2008-07-07-K-088,2008-07-07-K-088,65.376107,438799.4846,6472446.631
2009-05-27-K-081,2009-05-27-K-081,413.133142,439504.8365,6471187.496
2008-06-15-K-061,2008-06-15-K-061,1360.581731,446135.74,6471707.364
2011-06-24-N-002,2011-06-24-N-002,1074.580159,440168.0387,6485494.895
2010-07-18-N-004,2010-07-18-N-004,1591.31825,435899.7996,6486334.917
2007-05-20-K-392,2007-05-20-K-392,1438.986859,436060.3127,6485381.218
2011-07-10-N-009,2011-07-10-N-009,1740.179712,440080.0544,6485673.365
2010-07-04-N-005,2010-07-04-N-005,2823.207203,436325.6849,6491696.79
2008-07-13-K-075,2008-07-13-K-075,2478.535906,437302.6791,6481424.272
2008-09-23-N-036,2008-09-23-N-036,475.810404,442657.2344,6483322.271
2010-06-23-N-003,2010-06-23-N-003,1490.872634,436151.1577,6485717.44
2009-08-31-K-046,2009-08-31-K-046,440.285474,436396.4964,6482528.829
2009-05-11-K-020,2009-05-11-K-020,2131.404653,443034.0991,6480139.247
2008-06-06-N-002,2008-06-06-N-002,1827.501507,437531.3102,6478164.235
2008-09-03-K-084,2008-09-03-K-084,1880.42129,437531.3102,6478164.235
2010-06-26-N-002,2010-06-26-N-002,1354.213887,442283.549,6480757.182
2007-08-20-K-002,2007-08-20-K-002,2125.770021,442887.5864,6480229.722
2009-07-12-K-017,2009-07-12-K-017,1019.653259,441809.231,6481316.375
2012-08-17-N-002,2012-08-17-N-002,2095.620487,442887.5864,6480229.722
2008-08-13-N-003,2008-08-13-N-003,1899.166433,441650.0306,6482467.749
2008-07-28-K-046,2008-07-28-K-046,349.483321,440111.4409,6486070.639
2008-05-08-N-006,2008-05-08-N-006,2040.390447,436325.6849,6491696.79
2009-06-01-K-033,2009-06-01-K-033,3234.858036,446139.7657,6471937.555
2009-08-16-K-010,2009-08-16-K-010,3105.275419,439504.8365,6471187.496
2007-08-27-K-034,2007-08-27-K-034,11.005519,440074.7769,6485836.185
2007-08-26-K-049,2007-08-26-K-049,809.216102,433895.3048,6488789.86
2009-09-07-N-034,2009-09-07-N-034,2253.10326,436222.4126,6491679.779
2010-06-09-N-015,2010-06-09-N-015,2091.683167,436347.6924,6491739.76
2008-07-07-N-040,2008-07-07-N-040,2747.970824,435899.7996,6486334.917
2012-09-25-N-017,2012-09-25-N-017,1103.555342,387743.6316,6542301.539
2009-05-11-K-025,2009-05-11-K-025,2170.71788,435777.9068,6467997.841
2008-07-21-K-076,2008-07-21-K-076,2039.19287,434168.1661,6467311.031
2009-08-16-K-048,2009-08-16-K-048,3901.095935,439251.873,6470527.013
2008-08-25-K-005,2008-08-25-K-005,2902.245889,446442.6705,6471241.079
2008-09-03-K-090,2008-09-03-K-090,4418.904802,446266.4164,6471341.167
2008-07-28-K-056,2008-07-28-K-056,1529.138852,439251.873,6470527.013
2009-08-16-K-008,2009-08-16-K-008,2539.183172,439448.8175,6470899.371
2009-06-10-K-097,2009-06-10-K-097,170.773125,439217.8358,6470809.6
2009-05-18-K-073,2009-05-18-K-073,2214.703011,439406.7553,6470787.583
2009-08-16-K-009,2009-08-16-K-009,3261.92272,439512.6869,6471117.288
2009-05-18-K-072,2009-05-18-K-072,1978.418252,439431.7826,6470852.932
2009-06-15-K-093,2009-06-15-K-093,744.748061,439251.873,6470527.013
2009-08-09-K-080,2009-08-09-K-080,1244.102393,439251.873,6470527.013
2009-07-01-K-108,2009-07-01-K-108,1666.187234,439505.5666,6471092.055
2008-07-28-K-055,2008-07-28-K-055,924.987257,439406.3928,6470786.893
2009-06-28-K-077,2009-06-28-K-077,3256.456711,446165.597,6471540.478
2009-08-26-K-068,2009-08-26-K-068,1551.036435,439343.0771,6470670.477
2008-06-23-K-063,2008-06-23-K-063,2113.04449,439406.7553,6470787.583
2010-08-23-K-053,2010-08-23-K-053,3003.0782,439471.0358,6470962.459
2009-07-06-K-038,2009-07-06-K-038,44.367283,439182.8297,6471548.577
2009-07-01-K-107,2009-07-01-K-107,248.367293,439258.642,6470536.982
2009-05-11-K-022,2009-05-11-K-022,275.443705,436896.9959,6469765.71
2009-08-31-K-071,2009-08-31-K-071,1905.20361,439512.6869,6471117.288
2009-06-15-K-092,2009-06-15-K-092,1567.536614,439380.4133,6470737.408
2008-08-25-K-061,2008-08-25-K-061,735.024039,439484.4013,6471014.448
2009-08-16-K-012,2009-08-16-K-012,2654.402924,446204.7863,6472191.099
2009-07-29-K-038,2009-07-29-K-038,686.603038,439504.8365,6471187.496
2009-06-15-K-089,2009-06-15-K-089,2002.125413,439512.6869,6471117.288
2009-07-15-K-069,2009-07-15-K-069,692.889474,439478.845,6471297.061
2009-05-27-K-083,2009-05-27-K-083,1004.475796,439452.3605,6471490.739
2008-07-16-K-098,2008-07-16-K-098,1636.742661,439452.3605,6471490.739
2009-05-18-K-066,2009-05-18-K-066,2536.939627,439504.8365,6471187.496
2009-07-15-K-068,2009-07-15-K-068,701.203832,439512.6869,6471117.288
2008-07-28-K-052,2008-07-28-K-052,845.15921,439452.3605,6471490.739
2009-08-12-K-076,2009-08-12-K-076,2236.428454,439452.3605,6471490.739
2009-06-15-K-086,2009-06-15-K-086,1977.736258,439509.2838,6471147.723
2009-07-15-K-067,2009-07-15-K-067,1746.350632,439277.0724,6471816.258
2009-08-26-K-066,2009-08-26-K-066,2340.847963,439452.3605,6471490.739
2008-07-21-K-064,2008-07-21-K-064,8.246452,437795.5203,6470584.343
2010-07-19-K-094,2010-07-19-K-094,1271.332655,439452.3605,6471490.739
2010-08-15-K-068,2010-08-15-K-068,3122.424772,446139.7657,6471937.555
2009-06-10-K-091,2009-06-10-K-091,720.094832,439452.3605,6471490.739
2009-05-27-K-082,2009-05-27-K-082,77.753213,439509.9615,6471107.63
2009-06-15-K-087,2009-06-15-K-087,1895.894849,439259.6388,6471843.287
2008-07-07-K-089,2008-07-07-K-089,10.623211,436987.3594,6470979.861
2009-07-20-K-019,2009-07-20-K-019,1984.988272,441809.231,6481316.375
2009-09-28-K-092,2009-09-28-K-092,3564.149131,444853.6511,6479330.063
2007-08-24-K-002,2007-08-24-K-002,1297.156035,437360.0192,6480553.821
2012-08-06-N-002,2012-08-06-N-002,1300.708215,437433.4501,6481250.576
2011-08-24-N-002,2011-08-24-N-002,1180.666679,437302.6791,6481424.272
2011-07-18-N-002,2011-07-18-N-002,1729.066903,441937.1246,6481175.159
2011-07-16-N-003,2011-07-16-N-003,1998.776509,437294.646,6480363.284
2011-09-05-N-002,2011-09-05-N-002,778.746517,437101.6786,6480157.794
2008-07-26-N-002,2008-07-26-N-002,1807.637359,442274.7861,6480767.868
2011-07-16-N-004,2011-07-16-N-004,2115.764045,437447.4923,6481181.962
2010-07-19-K-082,2010-07-19-K-082,2681.114912,442887.5864,6480229.722
2009-08-21-N-002,2009-08-21-N-002,1614.156017,441813.3278,6481311.806
2009-09-06-N-002,2009-09-06-N-002,2147.34278,441809.231,6481316.375
2007-08-18-N-003,2007-08-18-N-003,1850.262556,441809.231,6481316.375
2012-08-29-N-002,2012-08-29-N-002,1296.71298,441809.231,6481316.375
2009-08-26-K-024,2009-08-26-K-024,1080.075421,437447.4923,6481181.962
2008-08-25-K-059,2008-08-25-K-059,3029.225359,437921.9927,6477287.255
2010-05-31-N-004,2010-05-31-N-004,2199.051336,441809.231,6481316.375
2010-07-19-N-008,2010-07-19-N-008,2506.406857,437531.3102,6478164.235
2010-06-28-N-005,2010-06-28-N-005,2051.159298,437447.4923,6481181.962
2008-05-25-N-005,2008-05-25-N-005,1003.862756,441937.1246,6481175.159
2009-07-01-K-038,2009-07-01-K-038,1891.667599,441809.231,6481316.375
2008-08-25-K-008,2008-08-25-K-008,3691.457633,438653.9584,6474157.065
2008-08-06-K-068,2008-08-06-K-068,2307.022431,439452.3605,6471490.739
2008-07-13-K-083,2008-07-13-K-083,2313.865082,446204.7863,6472191.099
2009-08-12-K-074,2009-08-12-K-074,2217.300199,439452.3605,6471490.739
2010-07-19-K-093,2010-07-19-K-093,1483.414578,439259.6388,6471843.287
2009-07-01-K-034,2009-07-01-K-034,2147.051046,438154.0658,6475948.519
2009-06-15-K-085,2009-06-15-K-085,1701.411452,439452.3605,6471490.739
2008-08-25-K-009,2008-08-25-K-009,3435.081318,446348.298,6472574.827
2009-08-31-K-068,2009-08-31-K-068,211.408028,439251.873,6470527.013
2009-06-01-K-078,2009-06-01-K-078,1921.563445,439452.3605,6471490.739
2009-08-12-N-003,2009-08-12-N-003,2069.603585,442887.5864,6480229.722
2008-07-28-K-024,2008-07-28-K-024,1961.709506,437379.8074,6480677.969
2010-08-23-K-043,2010-08-23-K-043,2857.022798,439277.0724,6471816.258
2008-07-07-N-004,2008-07-07-N-004,2005.615257,441809.231,6481316.375
2008-08-11-K-059,2008-08-11-K-059,2633.025475,443062.4667,6480130.341
2010-06-28-N-002,2010-06-28-N-002,2154.697292,441824.2191,6481299.66
2011-08-01-N-002,2011-08-01-N-002,2694.849501,442283.549,6480757.182
2010-07-19-K-044,2010-07-19-K-044,4261.923331,446995.2788,6474181.866
2010-08-02-K-070,2010-08-02-K-070,1401.767742,439512.6869,6471117.288
2009-06-15-K-084,2009-06-15-K-084,1642.536518,439512.6869,6471117.288
2009-07-15-K-066,2009-07-15-K-066,2159.676529,439277.0724,6471816.258
2008-07-21-K-063,2008-07-21-K-063,20.740794,437504.1838,6470214.426
2008-07-07-K-087,2008-07-07-K-087,3185.072133,438652.7878,6474147.513
2008-06-23-K-017,2008-06-23-K-017,3708.099438,446348.298,6472574.827
2009-09-07-K-087,2009-09-07-K-087,2921.115923,438653.9584,6474157.065
2010-07-19-K-087,2010-07-19-K-087,2531.398016,438652.0242,6474141.281
2008-07-21-K-061,2008-07-21-K-061,2838.988913,439259.6388,6471843.287
2008-08-17-K-007,2008-08-17-K-007,3374.83985,443034.0991,6480139.247
2009-08-12-K-066,2009-08-12-K-066,2255.179026,438653.9584,6474157.065
2009-07-01-K-099,2009-07-01-K-099,357.366224,439512.6869,6471117.288
2008-09-07-N-001,2008-09-07-N-001,3975.595527,445085.9796,6479192.165
2009-08-31-K-063,2009-08-31-K-063,3364.128389,438653.9584,6474157.065
2009-07-15-K-063,2009-07-15-K-063,1746.273446,439065.3464,6472091.8
2009-06-28-K-074,2009-06-28-K-074,2747.314554,438653.9584,6474157.065
2009-05-27-K-074,2009-05-27-K-074,3186.591761,438653.9584,6474157.065
2007-08-24-K-003,2007-08-24-K-003,2045.960316,441809.231,6481316.375
2008-06-29-N-002,2008-06-29-N-002,1283.178487,442283.549,6480757.182
2009-07-12-N-002,2009-07-12-N-002,2181.921282,437531.3102,6478164.235
2009-07-01-K-094,2009-07-01-K-094,2288.855104,442283.549,6480757.182
2010-07-11-N-003,2010-07-11-N-003,1250.535221,441809.231,6481316.375
2008-08-11-K-025,2008-08-11-K-025,2384.656142,441907.824,6481206.426
2012-06-04-N-002,2012-06-04-N-002,2456.71581,437348.517,6480502.605
2010-07-04-N-002,2010-07-04-N-002,2320.104193,442237.4524,6480813.396
2010-08-02-K-054,2010-08-02-K-054,2977.528921,438253.1745,6475616.912
2009-05-11-K-018,2009-05-11-K-018,2949.707842,437921.9927,6477287.255
2010-07-07-N-002,2010-07-07-N-002,1352.58327,437447.4923,6481181.962
2010-07-19-K-048,2010-07-19-K-048,2180.552251,442283.549,6480757.182
2008-07-07-N-002,2008-07-07-N-002,638.865383,442887.5864,6480229.722
2010-07-19-N-002,2010-07-19-N-002,2456.228354,443115.8312,6480118.622
2009-07-20-K-070,2009-07-20-K-070,2733.782656,443126.3798,6480116.249
2008-09-15-K-061,2008-09-15-K-061,3808.772994,443062.4667,6480130.341
2008-07-16-K-088,2008-07-16-K-088,2401.95935,438253.1745,6475616.912
2009-07-24-N-002,2009-07-24-N-002,1586.166444,442887.5864,6480229.722
2009-09-04-N-002,2009-09-04-N-002,1295.11112,437447.4923,6481181.962
2008-08-11-K-058,2008-08-11-K-058,2224.467568,443034.0991,6480139.247
2010-07-25-K-078,2010-07-25-K-078,3072.864826,438653.9584,6474157.065
2011-08-19-N-002,2011-08-19-N-002,2622.560409,442887.5864,6480229.722
2007-06-27-N-002,2007-06-27-N-002,660.672085,441650.0306,6482467.749
2009-07-20-K-020,2009-07-20-K-020,2499.248884,437853.9748,6477551.267
2010-07-19-K-049,2010-07-19-K-049,2061.154523,441809.231,6481316.375
2011-07-24-N-002,2011-07-24-N-002,1835.31279,442887.5864,6480229.722
2010-06-28-N-003,2010-06-28-N-003,2070.890338,441809.231,6481316.375
2010-07-11-N-002,2010-07-11-N-002,707.947382,442214.446,6480841.452
2008-06-15-N-002,2008-06-15-N-002,2153.15887,442283.549,6480757.182
2009-09-11-N-002,2009-09-11-N-002,1089.820976,442341.8097,6480722.771
2010-06-12-N-004,2010-06-12-N-004,1169.904573,442214.446,6480841.452
2008-06-18-K-054,2008-06-18-K-054,2699.036568,442283.549,6480757.182
2007-08-29-N-002,2007-08-29-N-002,2349.589162,437315.0113,6480411.81
2009-08-26-K-025,2009-08-26-K-025,770.27546,437041.7623,6481530.813
2011-06-23-N-002,2011-06-23-N-002,1722.930159,441633.9743,6482765.33
2009-06-24-K-075,2009-06-24-K-075,2091.22834,437358.2607,6480545.991
2006-08-16-K-569,2006-08-16-K-569,608.292544,437379.8074,6480677.969
2008-09-17-N-002,2008-09-17-N-002,1772.340594,441809.231,6481316.375
2010-07-19-N-009,2010-07-19-N-009,2092.148182,441809.231,6481316.375
2006-08-21-K-720,2006-08-21-K-720,561.081378,437484.2607,6478231.248
2010-07-12-N-003,2010-07-12-N-003,1169.4738,437447.4923,6481181.962
2010-08-30-K-032,2010-08-30-K-032,2237.872364,437360.0192,6480553.821
2008-07-13-K-079,2008-07-13-K-079,3003.561337,447098.3599,6476486.075
2011-08-12-N-002,2011-08-12-N-002,901.563939,441899.5779,6481215.621
2008-08-13-N-004,2008-08-13-N-004,1920.542502,441650.0306,6482467.749
2012-06-12-N-002,2012-06-12-N-002,1612.332457,441832.5609,6481290.358
2007-08-06-N-002,2007-08-06-N-002,1941.458155,441809.231,6481316.375
2008-07-13-K-080,2008-07-13-K-080,2105.29623,437930.1192,6476841.956
2007-08-22-N-002,2007-08-22-N-002,1164.661457,441809.231,6481316.375
2011-07-16-N-006,2011-07-16-N-006,2193.198982,437447.4923,6481181.962
2011-08-22-N-002,2011-08-22-N-002,2045.678338,441809.231,6481316.375
2010-06-28-N-006,2010-06-28-N-006,2024.09943,441650.0306,6482467.749
2010-07-30-N-004,2010-07-30-N-004,2282.659588,441809.231,6481316.375
2011-07-17-N-002,2011-07-17-N-002,1832.083842,437433.4501,6481250.576
2007-08-25-N-002,2007-08-25-N-002,1760.756448,441809.231,6481316.375
