unique_event_ID,same_whale_ID,new_dist_shore_whale_m,nearest_X_land_UTM,nearest_Y_land_UTM
2010-05-23-N-053,2010-05-23-N-053,4114.844655,428854.9514,6504657.379
2010-08-08-N-035,2010-08-08-N-035,3164.534931,428786.0765,6504665.858
2012-07-01-N-003,2012-07-01-N-003,1945.270123,425063.2633,6509839.436
2009-06-22-N-034,2009-06-22-N-034,2089.696748,425063.2633,6509839.436
2007-09-01-K-011,2007-09-01-K-011,1284.47184,424865.6047,6509856.419
2008-07-12-N-023,2008-07-12-N-023,2852.777945,431888.8479,6512807.327
2010-09-12-N-034,2010-09-12-N-034,3173.065038,431888.8479,6512807.327
2007-06-18-N-013,2007-06-18-N-013,2509.448807,425002.7248,6509908.574
2012-06-26-N-029,2012-06-26-N-029,991.636353,425002.7248,6509908.574
2007-09-22-N-004,2007-09-22-N-004,2095.49866,425356.9335,6515651.747
2006-07-28-K-799,2006-07-28-K-799,169.690184,427394.8939,6513343.697
2012-06-24-N-024,2012-06-24-N-024,1399.618618,425002.7248,6509908.574
2009-07-17-N-031,2009-07-17-N-031,2196.370482,428468.9282,6513022.148
2012-05-27-N-035,2012-05-27-N-035,2489.30552,425002.7248,6509908.574
2012-06-06-N-042,2012-06-06-N-042,2270.441664,426641.787,6514381.678
2008-07-07-K-072,2008-07-07-K-072,2241.267517,424865.6047,6509856.419
2011-07-22-N-035,2011-07-22-N-035,1916.527211,425063.2633,6509839.436
2011-09-02-N-003,2011-09-02-N-003,1797.187512,423627.2388,6516197.398
2011-06-10-N-037,2011-06-10-N-037,398.783187,425063.2633,6509839.436
2006-08-12-K-411,2006-08-12-K-411,781.446393,425063.2633,6509839.436
2010-09-13-N-034,2010-09-13-N-034,1566.56441,427394.8939,6513343.697
2007-08-27-K-030,2007-08-27-K-030,1138.127426,425046.1902,6509779.016
2011-08-28-N-004,2011-08-28-N-004,1354.999374,427044.224,6513903.813
2009-08-12-N-022,2009-08-12-N-022,3208.751181,423515.4158,6516254.832
2012-05-27-N-018,2012-05-27-N-018,2357.815432,423627.2388,6516197.398
2011-07-22-N-034,2011-07-22-N-034,1667.829952,425006.276,6509904.518
2009-09-11-N-031,2009-09-11-N-031,1126.431412,424036.0354,6516163.876
2012-05-22-N-034,2012-05-22-N-034,2088.632192,425002.7248,6509908.574
2010-05-17-N-038,2010-05-17-N-038,1904.350745,425063.2633,6509839.436
2009-07-01-K-068,2009-07-01-K-068,2984.761253,425063.2633,6509839.436
2012-08-05-N-009,2012-08-05-N-009,1115.752753,425369.1429,6515643.979
2010-08-01-N-038,2010-08-01-N-038,1725.178669,428354.642,6513050.168
2007-08-06-K-036,2007-08-06-K-036,2424.427122,423627.2388,6516197.398
2007-06-17-K-047,2007-06-17-K-047,2880.710669,425002.7248,6509908.574
2010-06-12-N-042,2010-06-12-N-042,796.086803,424865.6047,6509856.419
2009-08-08-N-037,2009-08-08-N-037,1694.940605,425519.7087,6515575.12
2012-06-06-N-041,2012-06-06-N-041,2205.221748,424609.4436,6516000.806
2012-06-26-N-028,2012-06-26-N-028,2083.168525,427570.7053,6513253.326
2009-08-09-K-053,2009-08-09-K-053,2903.244274,423627.2388,6516197.398
2012-06-06-N-040,2012-06-06-N-040,2166.010169,424649.5894,6515986.476
2009-07-29-N-011,2009-07-29-N-011,2041.902404,422048.2365,6517810.549
2007-09-16-K-032,2007-09-16-K-032,3830.598857,423515.4158,6516254.832
2006-08-26-K-852,2006-08-26-K-852,577.64684,427480.303,6513283.051
2008-07-07-K-069,2008-07-07-K-069,2416.496043,424860.9885,6509800.431
2012-05-02-N-007,2012-05-02-N-007,3258.941014,422922.8006,6516763.64
2009-08-10-N-034,2009-08-10-N-034,3872.299542,418498.1346,6510250.049
2010-08-13-N-035,2010-08-13-N-035,3102.941177,425379.5924,6515637.33
2010-05-12-N-010,2010-05-12-N-010,936.898459,423627.2388,6516197.398
2011-09-05-N-006,2011-09-05-N-006,358.900391,421652.1694,6518222.046
2010-08-30-K-051,2010-08-30-K-051,2268.169849,423808.7848,6516185.329
2009-06-20-N-022,2009-06-20-N-022,408.325726,422922.8006,6516763.64
2012-06-01-N-020,2012-06-01-N-020,1850.779211,425002.7248,6509908.574
2010-08-29-N-040,2010-08-29-N-040,3918.585875,418498.1346,6510250.049
2012-05-10-N-006,2012-05-10-N-006,1211.969714,422994.6502,6516693.812
2011-06-04-N-012,2011-06-04-N-012,2019.220431,415895.4565,6516280.601
2008-05-08-N-028,2008-05-08-N-028,2758.842821,423627.2388,6516197.398
2010-08-27-N-015,2010-08-27-N-015,1626.005029,415895.4565,6516280.601
2009-08-31-K-029,2009-08-31-K-029,3142.125848,416905.5071,6514357.133
2007-06-30-K-037,2007-06-30-K-037,1646.537875,423627.2388,6516197.398
2011-05-10-N-013,2011-05-10-N-013,69.097602,421412.3394,6518294.99
2010-09-11-N-011,2010-09-11-N-011,2991.073279,416905.5071,6514357.133
2012-07-23-N-006,2012-07-23-N-006,1639.490292,417780.8696,6520667.1
2009-08-10-N-032,2009-08-10-N-032,3573.47296,418498.1346,6510250.049
2007-08-01-N-031,2007-08-01-N-031,950.273106,422415.1947,6517496.063
2011-05-17-N-043,2011-05-17-N-043,2834.02442,423627.2388,6516197.398
2007-08-18-N-013,2007-08-18-N-013,2517.709143,422922.8006,6516763.64
2009-05-25-N-005,2009-05-25-N-005,1945.231124,417653.8118,6520661.722
2007-08-26-K-039,2007-08-26-K-039,3053.981051,424865.6047,6509856.419
2007-06-06-N-031,2007-06-06-N-031,1205.844803,422922.8006,6516763.64
2011-09-14-N-025,2011-09-14-N-025,527.501087,422662.8383,6517158.364
2009-06-20-N-023,2009-06-20-N-023,2286.131603,422674.1999,6517129.289
2009-06-29-N-045,2009-06-29-N-045,3383.314327,423431.0826,6516318.949
2011-05-10-N-043,2011-05-10-N-043,2668.196018,422922.8006,6516763.64
2007-06-03-K-722,2007-06-03-K-722,1933.580937,422922.8006,6516763.64
2009-08-09-N-042,2009-08-09-N-042,1079.482113,423627.2388,6516197.398
2009-07-25-N-038,2009-07-25-N-038,2028.897858,423627.2388,6516197.398
2010-08-29-N-013,2010-08-29-N-013,2463.187167,421363.5012,6518322.323
2009-06-24-N-039,2009-06-24-N-039,444.262565,423515.4158,6516254.832
2009-06-21-K-047,2009-06-21-K-047,1340.516245,416905.5071,6514357.133
2012-08-06-N-019,2012-08-06-N-019,1672.988151,422674.1999,6517129.289
2008-05-06-N-005,2008-05-06-N-005,2459.471151,420885.599,6518848.687
2012-06-08-N-017,2012-06-08-N-017,1644.64107,421363.5012,6518322.323
2012-07-23-N-007,2012-07-23-N-007,2164.884307,416311.2715,6515507.267
2011-05-10-N-041,2011-05-10-N-041,1836.826736,422048.2365,6517810.549
2009-06-28-K-054,2009-06-28-K-054,3045.605716,416905.5071,6514357.133
2009-06-28-K-053,2009-06-28-K-053,2854.025847,416905.5071,6514357.133
2007-07-01-K-037,2007-07-01-K-037,1611.110229,422420.2547,6517489.964
2007-08-01-K-027,2007-08-01-K-027,1103.376417,416236.2203,6515670.337
2012-08-06-N-007,2012-08-06-N-007,1996.711693,420090.1854,6519623.383
2012-06-03-N-010,2012-06-03-N-010,2978.57457,421363.5012,6518322.323
2009-08-31-K-026,2009-08-31-K-026,2744.892396,419326.7032,6509541.195
2012-06-08-N-036,2012-06-08-N-036,2005.106459,421167.6467,6518537.035
2008-07-21-N-033,2008-07-21-N-033,1553.161608,423627.2388,6516197.398
2010-08-07-N-051,2010-08-07-N-051,2425.336607,422048.2365,6517810.549
2012-05-22-N-012,2012-05-22-N-012,1917.306459,420885.599,6518848.687
2010-09-11-N-033,2010-09-11-N-033,3117.855862,423627.2388,6516197.398
2008-05-28-N-014,2008-05-28-N-014,2312.688703,416236.2203,6515670.337
2010-08-02-K-034,2010-08-02-K-034,2678.704695,415895.4565,6516280.601
2012-07-01-N-004,2012-07-01-N-004,2521.530371,421130.0526,6518576.874
2007-07-30-K-036,2007-07-30-K-036,2742.530395,416896.6914,6514379.354
2012-08-09-N-004,2012-08-09-N-004,2129.937354,416236.2203,6515670.337
2012-06-04-N-008,2012-06-04-N-008,1784.127991,415320.1465,6521744.89
2007-07-08-N-026,2007-07-08-N-026,2237.709111,418352.5346,6510346.132
2009-06-08-N-033,2009-06-08-N-033,1983.354443,421067.498,6518643.166
2009-07-24-N-015,2009-07-24-N-015,1642.782429,417653.8118,6520661.722
2009-06-26-N-048,2009-06-26-N-048,952.303611,412252.3225,6519609.577
2010-06-04-N-041,2010-06-04-N-041,1520.144935,415895.4565,6516280.601
2010-06-25-N-032,2010-06-25-N-032,350.66569,415761.7307,6516352.279
2008-05-28-N-041,2008-05-28-N-041,2398.029682,416015.7872,6516049.412
2010-05-13-N-012,2010-05-13-N-012,421.669943,415320.1465,6521744.89
2012-08-19-N-028,2012-08-19-N-028,1636.258191,423431.0826,6516318.949
2011-05-31-N-031,2011-05-31-N-031,356.672227,420695.0204,6519103.255
2009-09-04-N-032,2009-09-04-N-032,1628.565445,414866.7454,6516862.137
2007-06-03-K-705,2007-06-03-K-705,1538.171015,417653.8118,6520661.722
2009-07-08-N-029,2009-07-08-N-029,3059.308551,416905.5071,6514357.133
2006-08-02-K-061,2006-08-02-K-061,1439.68946,417514.3069,6520734.367
2007-08-06-N-027,2007-08-06-N-027,1658.853776,417408.299,6520806.728
2010-05-21-N-043,2010-05-21-N-043,1198.936669,421167.6467,6518537.035
2009-07-29-N-013,2009-07-29-N-013,2187.886059,413931.9603,6518323.555
2012-08-09-N-005,2012-08-09-N-005,1001.739414,414436.4102,6522634.499
2011-09-04-N-005,2011-09-04-N-005,461.190938,415677.0185,6521539.109
2012-07-15-N-008,2012-07-15-N-008,1917.728115,417653.8118,6520661.722
2012-07-09-N-023,2012-07-09-N-023,1797.95877,417514.3069,6520734.367
2009-08-19-N-016,2009-08-19-N-016,872.974383,413839.3168,6518435.775
2007-07-27-N-026,2007-07-27-N-026,1966.749549,422674.1999,6517129.289
2012-08-08-N-020,2012-08-08-N-020,1367.989151,417408.299,6520806.728
2009-06-15-N-021,2009-06-15-N-021,882.026336,411428.4883,6520490.476
2009-08-10-N-031,2009-08-10-N-031,1605.014998,414866.7454,6516862.137
2007-08-17-N-013,2007-08-17-N-013,1676.817975,415320.1465,6521744.89
2012-08-09-N-024,2012-08-09-N-024,2295.136396,415895.4565,6516280.601
2006-08-05-K-150,2006-08-05-K-150,947.685152,417653.8118,6520661.722
2006-08-29-K-979,2006-08-29-K-979,1776.28966,417408.299,6520806.728
2012-08-08-N-005,2012-08-08-N-005,912.680222,415771.0507,6521526.442
2007-06-27-N-020,2007-06-27-N-020,1585.039349,417408.299,6520806.728
2009-08-30-N-044,2009-08-30-N-044,558.414998,417408.299,6520806.728
2007-07-25-N-006,2007-07-25-N-006,830.281634,415677.0185,6521539.109
2012-06-04-N-010,2012-06-04-N-010,1254.008813,415320.1465,6521744.89
2012-06-26-N-008,2012-06-26-N-008,1296.636473,415771.0507,6521526.442
2012-06-28-N-008,2012-06-28-N-008,1579.745834,412252.3225,6519609.577
2006-08-06-K-182,2006-08-06-K-182,1562.215963,415320.1465,6521744.89
2009-07-12-N-054,2009-07-12-N-054,1954.353898,415895.4565,6516280.601
2010-06-04-N-039,2010-06-04-N-039,1798.429651,417408.299,6520806.728
2010-09-20-N-036,2010-09-20-N-036,1358.2363,413873.669,6518415.665
2006-08-21-K-734,2006-08-21-K-734,1142.490504,414951.9021,6516801.638
2010-05-21-N-042,2010-05-21-N-042,1874.216254,421363.5012,6518322.323
2010-09-03-N-034,2010-09-03-N-034,177.126456,413432.7002,6518654.078
2007-07-18-K-029,2007-07-18-K-029,900.937291,417193.7691,6521163.531
2009-07-29-K-021,2009-07-29-K-021,1147.661358,413998.5144,6518102.407
2012-07-15-N-009,2012-07-15-N-009,1566.657669,413438.2662,6518653.628
2010-08-12-N-036,2010-08-12-N-036,2051.070775,415895.4565,6516280.601
2009-07-12-N-053,2009-07-12-N-053,1906.991573,417653.8118,6520661.722
2010-07-19-K-069,2010-07-19-K-069,1497.254393,417408.299,6520806.728
2009-07-10-N-050,2009-07-10-N-050,1385.7031,414358.264,6522707.621
2012-05-10-N-026,2012-05-10-N-026,1652.091817,413931.9603,6518323.555
2012-05-27-N-019,2012-05-27-N-019,101.65225,415699.6433,6521536.061
2009-07-24-N-051,2009-07-24-N-051,1752.953981,410321.6627,6521848.908
2010-08-13-N-034,2010-08-13-N-034,549.053097,415193.6337,6521884.048
2012-05-05-N-023,2012-05-05-N-023,770.174258,415895.4565,6516280.601
2011-07-15-N-028,2011-07-15-N-028,1171.107901,415320.1465,6521744.89
2007-09-17-N-008,2007-09-17-N-008,1345.684358,412264.3031,6519587.028
2006-08-12-K-410,2006-08-12-K-410,762.252375,417841.4626,6520697.682
2010-09-13-N-031,2010-09-13-N-031,268.870031,412286.9574,6519544.389
2006-07-11-K-009,2006-07-11-K-009,777.032117,414092.5476,6522982.46
2008-05-26-N-026,2008-05-26-N-026,928.013678,415320.1465,6521744.89
2008-07-06-N-014,2008-07-06-N-014,497.411585,415320.1465,6521744.89
2009-05-20-N-022,2009-05-20-N-022,1507.249643,414092.5476,6522982.46
2012-06-03-N-024,2012-06-03-N-024,2088.887473,413931.9603,6518323.555
2008-07-23-N-022,2008-07-23-N-022,986.328186,415771.0507,6521526.442
2011-08-14-N-026,2011-08-14-N-026,1650.940331,415677.0185,6521539.109
2010-09-09-N-032,2010-09-09-N-032,1659.956952,417653.8118,6520661.722
2010-06-14-N-017,2010-06-14-N-017,2070.460102,410314.5861,6527437.571
2008-06-29-N-045,2008-06-29-N-045,1105.943706,415017.4186,6522087.186
2008-05-25-N-024,2008-05-25-N-024,64.435728,414869.1029,6522305.243
2012-06-06-N-018,2012-06-06-N-018,255.984862,414427.9539,6522642.412
2009-06-28-N-038,2009-06-28-N-038,383.573817,411719.093,6520087.823
2006-07-30-K-880,2006-07-30-K-880,1763.637887,411113.5081,6520827.001
2010-09-06-N-009,2010-09-06-N-009,1188.190153,408106.5962,6523404.22
2009-07-12-K-069,2009-07-12-K-069,1158.152434,410590.0399,6521485.772
2009-07-24-N-049,2009-07-24-N-049,1734.249038,413747.3327,6523781.312
2010-05-28-N-028,2010-05-28-N-028,1645.068865,410590.0399,6521485.772
2011-06-17-N-014,2011-06-17-N-014,135.010674,410095.9682,6521993.784
2009-06-28-N-037,2009-06-28-N-037,1567.030245,413921.1031,6518340.711
2008-07-02-N-028,2008-07-02-N-028,1568.779896,414016.8853,6523106.512
2011-06-19-N-026,2011-06-19-N-026,1604.479647,415682.256,6521538.404
2012-08-09-N-022,2012-08-09-N-022,1603.996015,413819.6753,6523509.034
2011-09-11-N-023,2011-09-11-N-023,369.695044,410590.0399,6521485.772
2011-09-02-N-005,2011-09-02-N-005,2014.930865,409416.763,6522690.49
2011-06-10-N-033,2011-06-10-N-033,290.141239,411611.8293,6520204.877
2012-07-09-N-021,2012-07-09-N-021,1005.595865,410321.6627,6521848.908
2009-07-06-K-030,2009-07-06-K-030,588.959108,410325.7952,6521839.797
2012-05-13-N-014,2012-05-13-N-014,1543.529645,410321.6627,6521848.908
2008-06-28-N-018,2008-06-28-N-018,1524.677039,409913.8253,6522362.993
2007-06-20-N-013,2007-06-20-N-013,1519.145199,409967.455,6522308.814
2011-08-14-N-009,2011-08-14-N-009,385.577869,413556.4608,6524662.158
2009-09-14-N-036,2009-09-14-N-036,1372.851421,411113.5081,6520827.001
2008-08-09-N-018,2008-08-09-N-018,1457.15979,409948.3051,6527582.059
2011-06-18-N-019,2011-06-18-N-019,2089.782846,413133.0723,6525143.294
2010-05-21-N-039,2010-05-21-N-039,1114.933333,413747.3327,6523781.312
2010-09-20-N-012,2010-09-20-N-012,572.464609,412857.8139,6525824.669
2010-09-21-N-034,2010-09-21-N-034,756.618051,410321.6627,6521848.908
2007-08-27-K-016,2007-08-27-K-016,1991.376729,412955.7174,6525557.547
2006-07-23-K-601,2006-07-23-K-601,2048.084837,408626.982,6523241.477
2009-07-29-K-013,2009-07-29-K-013,1447.923079,408669.29,6523204.785
2010-09-23-N-011,2010-09-23-N-011,1146.043644,409416.763,6522690.49
2007-06-02-K-684,2007-06-02-K-684,742.775003,410378.4252,6527419.944
2010-05-13-N-032,2010-05-13-N-032,234.859509,409165.5947,6522726.97
2009-08-14-N-065,2009-08-14-N-065,1383.439509,408626.982,6523241.477
2007-06-01-N-259,2007-06-01-N-259,423.883174,410321.6627,6521848.908
2010-09-04-N-034,2010-09-04-N-034,456.265887,410373.5429,6521742.152
2010-09-15-N-038,2010-09-15-N-038,2086.735671,409948.3051,6527582.059
2009-07-18-N-020,2009-07-18-N-020,2018.11266,408626.982,6523241.477
2007-08-27-N-022,2007-08-27-N-022,1102.24858,406941.4682,6524085.593
2010-06-11-N-054,2010-06-11-N-054,261.248365,410237.9176,6527471.219
2006-07-22-K-483,2006-07-22-K-483,980.620333,406941.4682,6524085.593
2010-06-11-N-033,2010-06-11-N-033,1563.009618,409948.3051,6527582.059
2007-07-04-K-019,2007-07-04-K-019,713.672883,409416.763,6522690.49
2009-07-25-N-037,2009-07-25-N-037,2178.114261,413133.0723,6525143.294
2009-06-24-K-059,2009-06-24-K-059,1231.737614,406941.4682,6524085.593
2007-08-29-K-028,2007-08-29-K-028,1131.697425,410378.4252,6527419.944
2006-07-22-K-524,2006-07-22-K-524,361.311949,405821.2019,6528978.57
2012-07-04-N-006,2012-07-04-N-006,522.427958,403687.8454,6525030.332
2010-09-23-N-012,2010-09-23-N-012,569.053826,405729.9134,6529038.167
2007-06-20-K-043,2007-06-20-K-043,1321.194874,406941.4682,6524085.593
2008-05-28-N-016,2008-05-28-N-016,1133.768122,405779.4302,6528997.435
2008-09-21-N-037,2008-09-21-N-037,60.79642,406747.5135,6524079.214
2009-06-12-N-052,2009-06-12-N-052,1669.369752,403153.3909,6525448.401
2011-06-02-N-035,2011-06-02-N-035,2137.666181,406853.9692,6524110.219
2010-09-19-N-012,2010-09-19-N-012,913.845711,410378.4252,6527419.944
2007-07-13-K-021,2007-07-13-K-021,717.728776,406747.5135,6524079.214
2009-07-22-N-010,2009-07-22-N-010,2140.605001,403687.8454,6525030.332
2007-07-15-K-015,2007-07-15-K-015,1102.627001,405040.8214,6529266.218
2010-09-21-N-032,2010-09-21-N-032,1509.732786,406747.5135,6524079.214
2009-05-29-N-036,2009-05-29-N-036,1762.089146,403775.6376,6529369.736
2006-07-23-K-550,2006-07-23-K-550,1920.722681,403775.6376,6529369.736
2012-07-02-N-004,2012-07-02-N-004,59.120729,402992.9726,6525507.179
2010-09-21-N-015,2010-09-21-N-015,611.257102,400936.8119,6526631.655
2009-05-12-N-010,2009-05-12-N-010,1779.899162,401248.079,6526443.526
2012-06-22-N-036,2012-06-22-N-036,1963.370452,403981.5189,6529299.601
2010-09-19-N-015,2010-09-19-N-015,1472.25374,406029.9411,6528915.275
2007-07-06-N-009,2007-07-06-N-009,1367.864394,406029.9411,6528915.275
2010-09-16-N-023,2010-09-16-N-023,783.546293,402410.85,6525523.793
2006-07-11-K-011,2006-07-11-K-011,803.39983,400395.3451,6530864.932
2011-08-14-N-011,2011-08-14-N-011,410.839441,405684.2135,6529075.759
2007-08-04-K-027,2007-08-04-K-027,1871.230749,403057.96,6529799.015
2007-09-05-K-028,2007-09-05-K-028,737.422356,400870.357,6526649.504
2011-09-04-N-027,2011-09-04-N-027,805.976038,402410.85,6525523.793
2012-07-18-N-020,2012-07-18-N-020,212.600712,399393.3558,6527678.176
2011-09-09-N-008,2011-09-09-N-008,598.357431,412469.841,6529183.46
2012-08-26-N-008,2012-08-26-N-008,255.573898,394057.3227,6528133.136
2010-09-19-N-044,2010-09-19-N-044,1537.463442,403057.96,6529799.015
2007-08-06-K-030,2007-08-06-K-030,1260.009301,399393.3558,6527678.176
2012-07-20-N-009,2012-07-20-N-009,1831.660529,399094.8455,6527673.628
2011-09-04-N-011,2011-09-04-N-011,16.314383,399257.55,6527658.475
2007-07-02-K-030,2007-07-02-K-030,717.631978,400395.3451,6530864.932
2011-06-17-N-028,2011-06-17-N-028,461.677883,400304.2665,6526855.271
2007-07-13-K-009,2007-07-13-K-009,1360.96111,400936.8119,6526631.655
2010-09-19-N-014,2010-09-19-N-014,1397.723759,409948.3051,6527582.059
2012-06-14-N-028,2012-06-14-N-028,1222.659746,399393.3558,6527678.176
2011-06-10-N-032,2011-06-10-N-032,264.055093,398343.2052,6527347.151
2010-05-05-N-019,2010-05-05-N-019,1159.446476,396936.3442,6527667.197
2007-07-20-K-028,2007-07-20-K-028,1215.384975,400292.1503,6530921.564
2012-07-15-N-026,2012-07-15-N-026,1384.805225,399393.3558,6527678.176
2010-08-27-N-039,2010-08-27-N-039,1510.079061,396271.7036,6527829.448
2007-06-01-N-248,2007-06-01-N-248,1241.687905,409027.7898,6529005.447
2011-08-31-N-008,2011-08-31-N-008,1321.894147,409014.8582,6528926.472
2012-05-02-N-019,2012-05-02-N-019,1058.213474,396950.4548,6530934.857
2007-06-18-N-027,2007-06-18-N-027,91.380459,396747.912,6530859.518
2007-06-20-N-026,2007-06-20-N-026,249.338851,396791.4532,6527746.279
2011-06-19-N-015,2011-06-19-N-015,975.821204,410262.3078,6529313.774
2011-08-14-N-010,2011-08-14-N-010,501.586352,406163.2551,6529187.824
2010-05-05-N-038,2010-05-05-N-038,1696.200855,393783.9817,6528368.253
2007-07-20-K-027,2007-07-20-K-027,87.760343,394182.5292,6532473.737
2007-06-18-N-026,2007-06-18-N-026,606.623019,394407.3408,6527667.389
2007-05-25-N-175,2007-05-25-N-175,306.282931,390417.6619,6529621.575
2008-05-25-N-043,2008-05-25-N-043,1415.646336,391936.8691,6529166.981
2012-07-12-N-016,2012-07-12-N-016,953.065091,391936.8691,6529166.981
2010-09-19-N-041,2010-09-19-N-041,1781.831781,400292.1503,6530921.564
2008-05-28-N-032,2008-05-28-N-032,2018.020924,390417.6619,6529621.575
2006-08-08-K-244,2006-08-08-K-244,1573.250143,390417.6619,6529621.575
2012-09-20-N-013,2012-09-20-N-013,760.566262,392606.0772,6528897.167
2007-09-08-K-025,2007-09-08-K-025,2401.882369,393090.7026,6533526.763
2009-07-01-N-054,2009-07-01-N-054,393.590963,387379.4694,6530143.281
2007-06-17-K-031,2007-06-17-K-031,788.644299,387924.4237,6532731.056
2012-09-18-N-018,2012-09-18-N-018,634.705079,389585.0701,6530169.992
2012-09-02-N-008,2012-09-02-N-008,563.538326,388662.6185,6532504.843
2011-07-25-N-021,2011-07-25-N-021,1007.936505,394298.0647,6532294.203
2007-06-17-K-035,2007-06-17-K-035,317.982271,388105.6752,6532523.068
2007-08-27-K-026,2007-08-27-K-026,786.854705,388303.0698,6532547.128
2007-06-18-K-027,2007-06-18-K-027,102.318455,388769.5856,6532908.564
2007-06-20-N-020,2007-06-20-N-020,1479.29179,393090.7026,6533526.763
2012-08-30-N-010,2012-08-30-N-010,313.930088,389656.5889,6535629.255
2009-07-05-N-032,2009-07-05-N-032,41.774802,389614.7981,6534254.031
2007-07-22-K-032,2007-07-22-K-032,287.972172,392813.0194,6534272.9
2012-08-24-N-019,2012-08-24-N-019,1111.119951,392222.8961,6537385.224
2012-08-26-N-012,2012-08-26-N-012,224.670988,388130.225,6538548.199
2012-08-29-N-013,2012-08-29-N-013,24.981609,388632.1716,6537660.267
2007-07-23-K-026,2007-07-23-K-026,1141.575612,391658.2573,6538322.029
2007-05-10-K-261,2007-05-10-K-261,877.547779,391161.8028,6539052.573
2012-08-29-N-019,2012-08-29-N-019,489.695392,389114.9882,6536860.92
2012-09-04-N-013,2012-09-04-N-013,74.691802,388724.5587,6537506.611
2012-08-29-N-014,2012-08-29-N-014,1083.318556,388238.0804,6541838.528
2009-09-23-N-017,2009-09-23-N-017,233.280125,388106.8728,6538590.528
2012-09-08-N-018,2012-09-08-N-018,1273.37777,390338.9036,6540431.8
2012-07-20-N-017,2012-07-20-N-017,1106.080306,387984.1421,6538656.996
2012-08-31-N-016,2012-08-31-N-016,398.085965,387418.4563,6538706.207
2012-09-25-N-010,2012-09-25-N-010,502.710491,387885.3768,6542096.073
2012-09-26-N-008,2012-09-26-N-008,714.705168,387903.612,6542069.694
2012-08-30-N-029,2012-08-30-N-029,753.949771,385906.9949,6540108.618
2012-09-20-N-010,2012-09-20-N-010,1304.620829,387688.7657,6542399.71
2007-06-17-K-044,2007-06-17-K-044,227.379214,384534.9831,6543860.997
2013-08-11-S-006,2013-08-11-S-006,1599.956841,435899.7996,6486334.917
2013-08-11-S-007,2013-08-11-S-007,2916.95173,434675.1361,6497491.731
2013-08-11-S-009,2013-08-11-S-009,2560.075302,439033.4412,6501128.41
2013-08-11-S-013,2013-08-11-S-013,4507.861458,431888.8479,6512807.327
2013-08-11-S-014,2013-08-11-S-014,4509.441022,428923.5867,6504635.736
2013-08-11-S-016,2013-08-11-S-016,3563.127948,433069.1364,6512834.393
2013-08-11-S-017,2013-08-11-S-017,2327.406887,427570.7053,6513253.326
2013-08-11-S-020,2013-08-11-S-020,2006.929437,428347.5338,6504640.335
2013-08-11-S-021,2013-08-11-S-021,4157.14818,438120.4338,6504156.579
2013-08-11-S-023,2013-08-11-S-023,2969.80486,434675.1361,6497491.731
2013-08-11-S-027,2013-08-11-S-027,353.396632,435750.0555,6495788.795
2013-08-11-S-030,2013-08-11-S-030,670.49017,435899.7996,6486334.917
2013-08-11-S-031,2013-08-11-S-031,827.267593,436141.7079,6483285.939
2013-08-11-S-034,2013-08-11-S-034,578.583734,435828.3675,6484902.028
2013-08-11-S-035,2013-08-11-S-035,373.973768,435828.3675,6484902.028
2013-08-11-S-036,2013-08-11-S-036,226.666723,435623.1643,6484430.468
2013-08-11-S-037,2013-08-11-S-037,496.191562,435630.4604,6484333.071
2013-08-11-S-038,2013-08-11-S-038,395.240329,436142.8773,6483280.634
2013-08-11-S-039,2013-08-11-S-039,249.296915,437379.8074,6480677.969
2013-08-11-S-040,2013-08-11-S-040,701.843516,437447.4923,6481181.962
2013-08-11-S-043,2013-08-11-S-043,933.42932,437447.4923,6481181.962
2013-08-11-S-044,2013-08-11-S-044,1281.060469,437231.0321,6480227.517
2013-08-11-S-045,2013-08-11-S-045,542.940757,438154.0658,6475948.519
2013-08-11-S-047,2013-08-11-S-047,4789.141598,447023.1272,6471264.681
2013-08-11-S-048,2013-08-11-S-048,380.972115,451692.7782,6460451.422
2013-08-11-S-049,2013-08-11-S-049,351.25312,453092.6272,6460997.376
2013-08-11-S-051,2013-08-11-S-051,3236.080989,462322.633,6454646.439
2013-08-11-S-056,2013-08-11-S-056,4262.716049,500265.846,6434041.933
2013-08-07-S-004,2013-08-07-S-004,6026.245769,439301.726,6464061.764
2013-07-30-S-018,2013-07-30-S-018,1563.889551,442887.5864,6480229.722
2013-07-30-S-019,2013-07-30-S-019,2344.337451,436258.3626,6482942.91
2013-07-30-S-020,2013-07-30-S-020,2069.019198,440168.0387,6485494.895
2013-07-30-S-021,2013-07-30-S-021,2081.826873,440168.0387,6485494.895
2013-07-30-S-022,2013-07-30-S-022,1679.155061,417780.8696,6520667.1
2013-07-30-S-028,2013-07-30-S-028,3899.013488,418498.1346,6510250.049
2013-07-10-S-004,2013-07-10-S-004,4466.586974,439184.4036,6464631.93
2013-07-10-S-005,2013-07-10-S-005,4012.27466,446503.0986,6471221.57
2013-07-10-S-006,2013-07-10-S-006,2778.098634,446503.0986,6471221.57
2013-07-10-S-007,2013-07-10-S-007,2888.803224,446442.6705,6471241.079
2013-07-10-S-010,2013-07-10-S-010,1887.924627,439125.3242,6464669.456
2013-07-10-S-012,2013-07-10-S-012,2317.690488,438621.985,6470496.815
2013-07-10-S-013,2013-07-10-S-013,1955.79223,436678.0905,6469201.247
