whale_easting,whale_northing,Event_ID,EvB_Wpt_Id,SwB_Wpt_ID,whale_depth_m,whale_dist_to_shore_m,Event_Date,DateTxt,Year,JulianDay,Julian_DateTxt,TimeTxt,CPA,ObType,ObOrder_CPA,ObOrder_Time,Ship,Observer,ObLocation,Approx,Count,IS_WW,WW_Speed,ship_azimuth,GPS_easting,GPS_northing,ship_speed,ship_bb_easting,ship_bb_northing,ship_bb_to_whale_azimuth,ship_bb_to_whale_dist,ship_bb_to_whale_bearing,Subarea1,Subarea2,Subarea3,ship_depth_m,ship_dist_to_shore_m,month,season,whale_direction,whale_orientation,whale_behavior,clouds,rain,wind,waves,visibility,sst_fn,sst,point_ocean_depth,ave_ocean_depth_250m_buff,chlor_fn,chlor_a,chlor_ann_fn,chlor_a_ann
419124.7731,6517131.57,2008-05-06-N,2008-05-06-N-005,2008-05-06-N-005,-428,2459.471221,5/6/2008,20080506,2008,127,2008127,8:43:08,N,MultiOb,2,1,Veendam,Nat,Port,y,1,n,0,308.2830132,419967.2809,6516049.321,16.80260678,419958.7781,6516059.854,142.1100944,1357.990972,13.82708124,Middle Bay,West Arm,West Arm,-395,2667.576981,5,0,A-Away,9-Perpendicular,BL-Blowing,80,none,light,calm,excellent,20080506.nc,278.848999,-231,-247,2008_5.img,NA,2008.img,NA
418868.1061,6517613.441,2008-05-06-N,2008-05-06-N-006,2008-05-06-N-005,-430,2352.305564,5/6/2008,20080506,2008,127,2008127,8:44:50,Y,MultiOb,1,2,Veendam,Nat,Port,y,1,n,0,308.5516909,419277.3434,6516595.432,16.82681997,419268.8901,6516606.004,158.3060868,1084.231147,29.75439585,Middle Bay,West Arm,West Arm,-429,2708.174014,5,0,A-Away,9-Perpendicular,DF-Dive-fluke-up,80,none,light,calm,excellent,20080506.nc,278.8410034,-264,-261,2008_5.img,NA,2008.img,NA
437821.7031,6490309.302,2008-05-08-N,2008-05-08-N-006,2008-05-08-N-006,-84,2040.390516,5/8/2008,20080508,2008,129,2008129,6:38:54,Y,Single,1,1,Norwegian Pearl,Nat,Starboard,y,1,n,0,353.6897077,437942.9703,6486653.747,16.07088876,437938.7135,6486664.947,178.1610184,3646.232984,4.471310732,Lower Bay,Lower Bay,Lower Bay,-96,1996.088065,5,0,T-Toward,9-Perpendicular,DF-Dive-fluke-up,70,none,light,calm,excellent,20080508.nc,278.3439941,-94,-87.42857143,2008_5.img,NA,2008.img,NA
432495.0187,6503674.623,2008-05-08-N,2008-05-08-N-008,2008-05-08-N-008,-322,2971.563665,5/8/2008,20080508,2008,129,2008129,7:14:04,Y,Single,1,1,Norwegian Pearl,Nat,Starboard,y,1,n,0,319.8109847,432853.6013,6503604.272,18.12490146,432843.8239,6503611.198,100.3058705,354.5248521,-39.50511414,Middle Bay,Middle Bay,Middle Bay,-319,3314.2156,5,0,G-Against,0-Parallel,DF-Dive-fluke-up,100,none,light,1',excellent,20080508.nc,278.4070129,-321,-289.2857143,2008_5.img,2.043329954,2008.img,1.785580039
423059.4396,6513497.617,2008-05-08-N,2008-05-08-N-028,2008-05-08-N-028,-400,2758.842724,5/8/2008,20080508,2008,129,2008129,13:08:31,Y,Single,1,1,Norwegian Pearl,Nat,Starboard,y,1,n,0,128.809816,421936.0768,6514940.64,15.0545887,421946.9961,6514935.708,322.2760435,1818.140645,13.46622743,Middle Bay,West Arm,West Arm,-414,2033.415243,5,0,W-With,4-45-degrees,DF-Dive-fluke-up,90,none,light,calm,excellent,20080508.nc,278.5750122,-238,-256,2008_5.img,NA,2008.img,NA
437304.0514,6497848.867,2008-05-08-N,2008-05-08-N-029,2008-05-08-N-029,-241,2079.249346,5/8/2008,20080508,2008,129,2008129,13:53:50,Y,Single,1,1,Norwegian Pearl,Nat,Starboard,y,1,n,0,149.227031,436480.5697,6498945.641,18.09060802,436489.0823,6498937.209,323.173524,1359.656176,-6.05350705,Middle Bay,Middle Bay,Middle Bay,-256,2258.564758,5,0,G-Against,0-Parallel,DF-Dive-fluke-up,90,none,light,calm,excellent,20080508.nc,278.3359985,-240,-236.6666667,2008_5.img,3.405109882,2008.img,1.916610003
438976.9773,6489222.044,2008-05-08-N,2008-05-08-N-032,2008-05-08-N-032,-89,2394.236103,5/8/2008,20080508,2008,129,2008129,14:12:23,Y,Single,1,1,Norwegian Pearl,Nat,Starboard,y,1,n,0,176.6451116,438347.0085,6489334.258,15.85772028,438350.6822,6489322.854,279.144035,634.3565128,-77.50107659,Lower Bay,Middle Bay,Middle Bay,-95,3022.570709,5,0,G-Against,0-Parallel,DF-Dive-fluke-up,90,none,light,calm,excellent,20080508.nc,278.3340149,-72,-76.42857143,2008_5.img,NA,2008.img,NA
440976.1693,6479043.464,2008-05-11-N,2008-05-11-N-002,2008-05-11-N-002,-51,2155.474378,5/11/2008,20080511,2008,132,2008132,7:00:24,Y,Single,1,1,Ryndam,Nat,Starboard,y,1,n,0,301.6270244,440824.0569,6478982.316,15.26069018,440810.1373,6478987.365,251.330696,175.2535522,129.7036715,Lower Bay,Lower Bay,Lower Bay,-53,2297.883379,5,0,W-With,0-Parallel,DF-Dive-fluke-up,50,none,light,calm,excellent,20080511.nc,278.8080139,-50,-50.14285714,2008_5.img,2.249939919,2008.img,2.249939919
438078.399,6492207.644,2008-05-11-N,2008-05-11-N-011,2008-05-11-N-011,-101,1413.029219,5/11/2008,20080511,2008,132,2008132,7:25:32,Y,Single,1,1,Ryndam,Nat,Starboard,y,1,n,0,12.97596044,438455.4932,6490418.204,17.08704409,438455.8257,6490433.007,167.9933291,1814.328201,-24.98263133,Lower Bay,Middle Bay,Middle Bay,-50,2484.122916,5,0,W-With,0-Parallel,BL-Blowing,50,none,light,calm,excellent,20080511.nc,278.8590088,-93,-94.71428571,2008_5.img,NA,2008.img,NA
438519.9376,6503183.594,2008-05-11-N,2008-05-11-N-018,2008-05-11-N-018,-51,445.8261926,5/11/2008,20080511,2008,132,2008132,7:48:02,N,MultiOb,3,1,Ryndam,Nat,Starboard,y,4,n,0,325.1059834,434479.3817,6501044.229,17.17357139,434468.6262,6501054.406,242.2756005,4576.741462,97.16961713,Middle Bay,Middle Bay,Middle Bay,-308,3444.890226,5,0,T-Toward,9-Perpendicular,BL-Blowing,90,none,light,calm,excellent,20080511.nc,278.8959961,-62,-72.85714286,2008_5.img,2.320280075,2008.img,1.386649966
433853.2566,6502586.575,2008-05-11-N,2008-05-11-N-019,2008-05-11-N-018,-255,3991.354175,5/11/2008,20080511,2008,132,2008132,7:50:58,Y,MultiOb,1,2,Ryndam,Nat,Starboard,y,2,n,0,325.7347509,433581.2342,6502342.503,17.56705485,433570.591,6502352.798,230.4076867,366.812946,84.67293584,Middle Bay,Middle Bay,Middle Bay,-317,3627.337612,5,0,A-Away,9-Perpendicular,DF-Dive-fluke-up,90,none,light,calm,excellent,20080511.nc,278.9100037,-265,-264.75,2008_5.img,2.552360058,2008.img,1.464480042
433141.8862,6504142.267,2008-05-11-N,2008-05-11-N-021,2008-05-11-N-018,-315,3646.276755,5/11/2008,20080511,2008,132,2008132,7:53:49,N,MultiOb,2,3,Ryndam,Nat,Starboard,n,2,n,0,331.4583997,432733.492,6503621.423,17.37140573,432723.9285,6503632.727,219.3608193,659.0292947,67.90241959,Middle Bay,Middle Bay,Middle Bay,-319,3197.916101,5,0,T-Toward,9-Perpendicular,BL-Blowing,90,none,light,calm,excellent,20080511.nc,278.9159851,-249,-254.8571429,2008_5.img,2.043329954,2008.img,1.785580039
433341.0217,6504101.475,2008-05-11-N,2008-05-11-N-020,2008-05-11-N-019,-308,3839.740689,5/11/2008,20080511,2008,132,2008132,7:53:01,N,MultiOb,2,1,Ryndam,Nat,Starboard,n,2,n,0,326.3634745,432962.464,6503255.199,17.41093568,432951.9344,6503265.609,204.9615114,921.9873805,58.59803688,Middle Bay,Middle Bay,Middle Bay,-317,3391.91122,5,0,T-Toward,9-Perpendicular,DF-Dive-fluke-up,90,none,light,calm,excellent,20080511.nc,278.9159851,-248,-253,2008_5.img,2.043329954,2008.img,1.785580039
432432.5572,6504352.088,2008-05-11-N,2008-05-11-N-023,2008-05-11-N-019,-318,2981.005578,5/11/2008,20080511,2008,132,2008132,7:54:57,Y,MultiOb,1,2,Ryndam,Nat,Starboard,n,2,n,0,338.9086181,432494.5771,6504170.943,17.20343585,432486.5602,6504183.392,162.2491199,177.1291004,3.340501826,Middle Bay,Middle Bay,Middle Bay,-320,3008.702284,5,0,W-With,0-Parallel,BL-Blowing,90,none,light,calm,excellent,20080511.nc,278.92099,-321,-283.25,2008_5.img,2.043329954,2008.img,1.785580039
432720.5156,6504196.404,2008-05-11-N,2008-05-11-N-022,2008-05-11-N-021,-319,3235.893838,5/11/2008,20080511,2008,132,2008132,7:54:24,Y,Single,1,1,Ryndam,Nat,Starboard,y,2,n,0,337.0634837,432600.2341,6503900.186,17.43742831,432591.8205,6503912.371,204.3752304,311.8287958,47.31174665,Middle Bay,Middle Bay,Middle Bay,-319,3084.893926,5,0,W-With,0-Parallel,DF-Dive-fluke-up,90,none,light,calm,excellent,20080511.nc,278.9190063,-321,-270.8571429,2008_5.img,2.043329954,2008.img,1.785580039
438706.3098,6490576.095,2008-05-11-N,2008-05-11-N-040,2008-05-11-N-040,-97,2630.055682,5/11/2008,20080511,2008,132,2008132,16:02:58,Y,Single,1,1,Ryndam,Nat,Starboard,n,1,n,0,180.4541443,438125.5891,6490354.339,17.91447473,438128.4741,6490339.816,247.76018,624.27711,-112.6939643,Lower Bay,Middle Bay,Middle Bay,-50,2245.401823,5,0,G-Against,0-Parallel,DF-Dive-fluke-up,90,none,light,calm,excellent,20080511.nc,278.8529968,-88,-85,2008_5.img,NA,2008.img,NA
440023.5938,6487298.84,2008-05-11-N,2008-05-11-N-041,2008-05-11-N-041,-70,613.3844811,5/11/2008,20080511,2008,132,2008132,16:06:20,Y,Single,1,1,Ryndam,Nat,Starboard,y,2,n,0,181.6045929,438087.1126,6488513.593,17.75120647,438089.7054,6488499.014,301.8238003,2276.036508,-59.78079254,Lower Bay,Middle Bay,Middle Bay,-98,2882.991138,5,0,WT-With/To,4-45-degrees,DF-Dive-fluke-up,90,none,light,calm,excellent,20080511.nc,278.8370056,-37,-43,2008_5.img,NA,2008.img,0.654160023
439625.5784,6481046.909,2008-05-13-N,2008-05-13-N-004,2008-05-13-N-004,-73,2182.269095,5/13/2008,20080513,2008,134,2008134,7:06:56,N,MultiOb,2,1,Veendam,Nat,Port,n,1,n,0,327.6402417,439372.3609,6480453.249,17.3343273,439367.2947,6480466.849,204.0020214,634.9643161,56.36177979,Lower Bay,Lower Bay,Lower Bay,-68,2005.185451,5,0,A-Away,9-Perpendicular,BL-Blowing,100,none,light,calm,excellent,20080513.nc,279.506012,-48,-44.125,2008_5.img,NA,2008.img,NA
439349.8347,6481358.289,2008-05-13-N,2008-05-13-N-005,2008-05-13-N-004,-77,1909.165779,5/13/2008,20080513,2008,134,2008134,7:08:26,Y,MultiOb,1,2,Veendam,Nat,Port,y,1,n,0,339.600414,439026.8357,6481187.27,17.77143511,439024.6979,6481201.625,244.2733546,360.9120647,84.6729406,Lower Bay,Lower Bay,Lower Bay,-76,1579.352311,5,0,G-Against,0-Parallel,BL-Blowing,100,none,light,calm,excellent,20080513.nc,279.506012,-56,-46.42857143,2008_5.img,NA,2008.img,NA
437615.9208,6488832.593,2008-05-13-N,2008-05-13-N-036,2008-05-13-N-036,-94,3030.421721,5/13/2008,20080513,2008,134,2008134,15:46:45,Y,Single,1,1,Veendam,Nat,Port,y,1,n,0,177.3691276,438042.8301,6488995.614,16.60784944,438040.4851,6488981.291,70.69786222,449.8510227,73.32873466,Lower Bay,Middle Bay,Middle Bay,-98,3200.772036,5,0,A-Away,9-Perpendicular,DF-Dive-fluke-up,90,none,moderate,1',excellent,20080513.nc,279.4840088,-96,-96.71428571,2008_5.img,NA,2008.img,NA
440632.9569,6480518.544,2008-05-25-N,2008-05-25-N-006,2008-05-25-N-005,-32,1421.321255,5/25/2008,20080525,2008,146,2008146,6:27:15,Y,MultiOb,1,2,Ryndam,Nat,Starboard,y,1,n,0,331.6751412,439841.6068,6480293.122,15.88313725,439833.4409,6480304.057,254.9827766,827.7865377,103.3076353,Lower Bay,Lower Bay,Lower Bay,-67,2217.789549,5,0,W-With,0-Parallel,DF-Dive-fluke-up,5,none,light,calm,excellent,20080525.nc,281.0580139,-42,-43.33333333,2008_5.img,NA,2008.img,NA
441310.608,6480390.801,2008-05-25-N,2008-05-25-N-005,2008-05-25-N-005,-34,1003.862444,5/25/2008,20080525,2008,146,2008146,6:26:19,N,MultiOb,2,1,Ryndam,Nat,Starboard,y,1,n,0,336.2495152,440038.0599,6479879.24,15.8527109,440030.7921,6479890.791,248.6599627,1374.022804,92.41044755,Lower Bay,Lower Bay,Lower Bay,-58,2280.877477,5,0,U-Unsure,U-Unsure,RE-Resting,5,none,light,calm,excellent,20080525.nc,281.0499878,-30,-36.57142857,2008_5.img,NA,2008.img,NA
438520.6883,6497234.626,2008-05-25-N,2008-05-25-N-016,2008-05-25-N-016,-209,3001.655868,5/25/2008,20080525,2008,146,2008146,7:01:50,N,MultiOb,2,1,Ryndam,Nat,Starboard,y,1,n,0,324.0005004,436975.0751,6497800.24,17.80625186,436965.5221,6497809.987,290.3028158,1658.186238,146.3023154,Middle Bay,Middle Bay,Middle Bay,-241,1764.595904,5,0,A-Away,9-Perpendicular,SA-Surface-active,5,none,light,calm,excellent,20080525.nc,281.4609985,-200,-207.5,2008_5.img,3.405109882,2008.img,1.916610003
437018.1146,6497552.803,2008-05-25-N,2008-05-25-N-017,2008-05-25-N-016,-241,1699.073042,5/25/2008,20080525,2008,146,2008146,7:03:05,Y,MultiOb,1,2,Ryndam,Nat,Starboard,y,1,n,0,320.8961499,436548.5923,6498337.317,17.81434543,436538.5255,6498346.532,328.8586789,927.3681197,-172.037471,Middle Bay,Middle Bay,Middle Bay,-254,1784.729984,5,0,G-Against,0-Parallel,DF-Dive-fluke-up,5,none,light,calm,excellent,20080525.nc,281.5130005,-242,-231.3333333,2008_5.img,3.405109882,2008.img,1.916610003
414822.4502,6522260.797,2008-05-25-N,2008-05-25-N-024,2008-05-25-N-024,-132,64.43593539,5/25/2008,20080525,2008,146,2008146,8:02:25,Y,Single,1,1,Ryndam,Nat,Starboard,y,1,n,0,313.0760526,414389.6804,6521923.895,16.66706686,414378.4534,6521931.654,233.449785,552.6917489,100.3737324,West Arm,West Arm,West Arm,-386,610.1578989,5,0,G-Against,0-Parallel,BL-Blowing,5,none,light,calm,excellent,20080525.nc,NA,1,72.75,2008_5.img,NA,2008.img,NA
391724.5857,6530566.62,2008-05-25-N,2008-05-25-N-043,2008-05-25-N-043,-368,1415.646139,5/25/2008,20080525,2008,146,2008146,13:28:24,Y,Single,1,1,Ryndam,Nat,Starboard,y,1,n,0,102.1539491,391677.9598,6530489.327,15.1575027,391691.5783,6530488.44,202.8894207,84.86194866,-79.26452839,West Arm,West Arm,West Arm,-341,1347.454796,5,0,G-Against,0-Parallel,BL-Blowing,5,none,light,1',excellent,20080525.nc,281.2730103,-339,-247.6666667,2008_5.img,NA,2008.img,NA
439352.1259,6487557.258,2008-05-25-N,2008-05-25-N-053,2008-05-25-N-053,-81,1297.543189,5/25/2008,20080525,2008,146,2008146,15:27:28,Y,Single,1,1,Ryndam,Nat,Starboard,y,1,n,0,184.362468,438110.4544,6489476.59,16.83331037,438111.4217,6489462.977,326.9341584,2274.007719,-37.42830966,Lower Bay,Middle Bay,Middle Bay,-95,2848.629697,5,0,W-With,0-Parallel,SA-Surface-active,5,none,light,1',excellent,20080525.nc,281.1960144,-59,-65.625,2008_5.img,NA,2008.img,0.654160023
414582.7891,6521181.407,2008-05-26-N,2008-05-26-N-026,2008-05-26-N-026,-427,928.0138612,5/26/2008,20080526,2008,147,2008147,17:57:16,Y,Single,1,1,Sapphire Princess,Nat,Port,n,1,n,0,124.588375,414393.2025,6521335.48,18.97596474,414419.0612,6521316.434,309.5125638,212.2243234,4.92418879,West Arm,West Arm,West Arm,-430,970.3700417,5,0,WA-With/Aw,4-45-degrees,DF-Dive-fluke-up,5,none,moderate,1',excellent,20080526.nc,281.6640015,-265,-191.625,2008_5.img,NA,2008.img,NA
436553.5601,6489333.834,2008-05-26-N,2008-05-26-N-036,2008-05-26-N-034,-78,2369.201737,5/26/2008,20080526,2008,147,2008147,19:16:03,N,MultiOb,2,3,Sapphire Princess,Nat,Port,y,1,n,0,175.6721707,438303.2833,6489865.44,12.69593036,438304.7085,6489833.356,74.07897303,1821.00076,78.40680232,Lower Bay,Middle Bay,Middle Bay,-93,2695.317512,5,0,W-With,0-Parallel,DF-Dive-fluke-up,5,none,moderate,1',excellent,20080526.nc,281.4689941,-92,-87,2008_5.img,NA,2008.img,NA
438120.0339,6489779.309,2008-05-26-N,2008-05-26-N-035,2008-05-26-N-034,-93,2626.10377,5/26/2008,20080526,2008,147,2008147,19:11:44,Y,MultiOb,1,2,Sapphire Princess,Nat,Port,y,1,n,0,176.7935693,438187.0442,6491606.779,13.81935787,438187.8412,6491574.673,2.162918861,1796.644328,5.36934957,Lower Bay,Middle Bay,Middle Bay,-102,1773.270247,5,0,WA-With/Aw,4-45-degrees,DF-Dive-fluke-up,5,none,moderate,1',excellent,20080526.nc,281.3890076,-89,-89.85714286,2008_5.img,NA,2008.img,NA
438629.4917,6489432.669,2008-05-26-N,2008-05-26-N-034,2008-05-26-N-034,-93,2796.429019,5/26/2008,20080526,2008,147,2008147,19:10:30,N,MultiOb,3,1,Sapphire Princess,Nat,Port,y,1,n,0,176.3311428,438157.8675,6492134.954,14.61334426,438158.9236,6492102.856,350.0053665,2711.333987,-6.325776269,Lower Bay,Middle Bay,Middle Bay,-107,1510.857698,5,0,A-Away,9-Perpendicular,SA-Surface-active,5,none,moderate,1',excellent,20080526.nc,281.3510132,-82,-83.5,2008_5.img,NA,2008.img,NA
439488.1451,6481584.235,2008-05-28-N,2008-05-28-N-004,2008-05-28-N-002,-81,2075.412513,5/28/2008,20080528,2008,149,2008149,6:13:33,Y,MultiOb,1,3,Statendam,Nat,Starboard,y,2,n,0,344.6467041,439499.9518,6481532.684,13.27342739,439494.4488,6481545.172,170.8328577,39.56764001,6.186153582,Lower Bay,Lower Bay,Lower Bay,-81,2078.479084,5,0,T-Toward,9-Perpendicular,DF-Dive-fluke-up,50,none,light,calm,excellent,20080528.nc,280.348999,-56,-41,2008_5.img,NA,2008.img,NA
439293.1455,6481890.461,2008-05-28-N,2008-05-28-N-003,2008-05-28-N-002,-83,1966.702982,5/28/2008,20080528,2008,149,2008149,6:12:19,N,MultiOb,2,2,Statendam,Nat,Starboard,y,1,n,0,337.6895967,439663.5597,6481054.574,13.35354875,439656.5845,6481066.304,156.2033498,900.7346156,-1.486246905,Lower Bay,Lower Bay,Lower Bay,-73,2161.583881,5,0,T-Toward,9-Perpendicular,DF-Dive-fluke-up,50,none,light,calm,excellent,20080528.nc,280.348999,-56,-50.57142857,2008_5.img,NA,2008.img,NA
438653.0146,6482800.134,2008-05-28-N,2008-05-28-N-002,2008-05-28-N-002,-86,1927.797807,5/28/2008,20080528,2008,149,2008149,6:06:10,N,MultiOb,3,1,Statendam,Nat,Starboard,y,1,n,0,325.3564881,441000.9132,6478877.082,13.32966428,440991.5935,6478887.051,149.1361618,4558.636981,3.779673751,Lower Bay,Lower Bay,Lower Bay,-51,2275.946448,5,0,A-Away,9-Perpendicular,DF-Dive-fluke-up,50,none,light,calm,excellent,20080528.nc,280.3919983,-64,-75,2008_5.img,NA,2008.img,NA
439412.7171,6481936.384,2008-05-28-N,2008-05-28-N-005,2008-05-28-N-005,-83,2094.714938,5/28/2008,20080528,2008,149,2008149,6:14:15,Y,Single,1,1,Statendam,Nat,Starboard,y,1,n,0,351.6226723,439443.1641,6481803.445,12.21352209,439439.2186,6481816.51,167.5336823,122.7685835,-4.08899004,Lower Bay,Lower Bay,Lower Bay,-81,2082.421013,5,0,GA-Ag/Away,4-45-degrees,DF-Dive-fluke-up,50,none,light,calm,excellent,20080528.nc,280.348999,-56,-50.57142857,2008_5.img,NA,2008.img,NA
418194.4837,6516900.676,2008-05-28-N,2008-05-28-N-014,2008-05-28-N-014,-365,2312.68881,5/28/2008,20080528,2008,149,2008149,7:33:55,Y,Single,1,1,Statendam,Nat,Starboard,n,1,n,0,309.6038247,418997.4906,6516983.659,19.36962053,418985.8143,6516990.724,83.5080816,796.4374617,-46.0957431,Middle Bay,West Arm,West Arm,-431,2653.091201,5,0,W-With,0-Parallel,DF-Dive-fluke-up,50,none,light,calm,excellent,20080528.nc,281.0119934,-291,-270.75,2008_5.img,NA,2008.img,NA
405259.3581,6527989.985,2008-05-28-N,2008-05-28-N-016,2008-05-28-N-016,-248,1133.767767,5/28/2008,20080528,2008,149,2008149,7:59:10,N,MultiOb,2,1,Statendam,Nat,Starboard,y,1,n,0,291.2751355,407294.7174,6526150.897,19.13452597,407281.4117,6526153.932,132.2398959,2731.262249,20.96476039,West Arm,West Arm,West Arm,-389,2087.732412,5,0,T-Toward,9-Perpendicular,DF-Dive-fluke-up,50,none,light,calm,excellent,20080528.nc,280.7850037,-217,-166,2008_5.img,NA,2008.img,NA
405288.1435,6526898.645,2008-05-28-N,2008-05-28-N-017,2008-05-28-N-016,-401,2147.146712,5/28/2008,20080528,2008,149,2008149,8:02:06,Y,MultiOb,1,2,Statendam,Nat,Starboard,n,1,n,0,291.0180543,405680.7548,6526770.32,19.1321338,405667.4357,6526773.295,108.2879156,399.4686871,-2.730138679,West Arm,West Arm,West Arm,-366,2173.19246,5,0,T-Toward,9-Perpendicular,LF-Lunge-feed,50,none,light,calm,excellent,20080528.nc,280.7820129,-223,-224.8333333,2008_5.img,NA,2008.img,NA
390794.5887,6531344.567,2008-05-28-N,2008-05-28-N-033,2008-05-28-N-032,-297,1666.337194,5/28/2008,20080528,2008,149,2008149,12:11:55,N,MultiOb,2,2,Statendam,Nat,Starboard,y,1,n,0,52.73884862,388156.3773,6530593.053,2.321171696,388165.9108,6530602.818,254.2422244,2731.325462,21.50337578,West Arm,West Arm,West Arm,-319,675.8328304,5,0,U-Unsure,U-Unsure,DF-Dive-fluke-up,30,none,light,1',excellent,20080528.nc,280.6119995,-230,-265.1666667,2008_5.img,NA,2008.img,NA
391555.0627,6531288.527,2008-05-28-N,2008-05-28-N-032,2008-05-28-N-032,-374,2018.020951,5/28/2008,20080528,2008,149,2008149,11:19:08,N,MultiOb,3,1,Statendam,Nat,Starboard,y,1,n,0,182.4786902,387932.2041,6530785.814,2.8168267,387933.6184,6530772.24,261.8863668,3658.061081,-100.5923234,West Arm,West Arm,West Arm,-348,836.6369862,5,0,U-Unsure,U-Unsure,DF-Dive-fluke-up,30,none,light,1',excellent,20080528.nc,280.618988,-339,-290.75,2008_5.img,NA,2008.img,NA
408077.6617,6525131.745,2008-05-28-N,2008-05-28-N-037,2008-05-28-N-032,-418,1544.464174,5/28/2008,20080528,2008,149,2008149,12:58:19,Y,MultiOb,1,3,Statendam,Nat,Starboard,y,1,n,0,116.3913537,408343.4459,6524256.946,17.35186716,408356.4279,6524252.737,162.4042374,922.1527377,-133.9871163,West Arm,West Arm,West Arm,-319,885.0077735,5,0,G-Against,0-Parallel,BL-Blowing,30,none,light,1',excellent,20080528.nc,280.8169861,-232,-240.1428571,2008_5.img,NA,2008.img,NA
417910.1418,6516747.597,2008-05-28-N,2008-05-28-N-042,2008-05-28-N-041,-289,1990.603431,5/28/2008,20080528,2008,149,2008149,13:20:17,Y,MultiOb,1,2,Statendam,Nat,Starboard,y,1,n,0,127.5939555,418026.0796,6517562.219,17.31920238,418037.9965,6517555.568,8.992028615,818.0239564,61.39807309,Middle Bay,West Arm,West Arm,-375,2486.3827,5,0,W-With,0-Parallel,DF-Dive-fluke-up,30,none,light,1',excellent,20080528.nc,280.9970093,-249,-272.5,2008_5.img,NA,2008.img,NA
418104.569,6517227.35,2008-05-28-N,2008-05-28-N-041,2008-05-28-N-041,-389,2398.029928,5/28/2008,20080528,2008,149,2008149,13:17:44,N,MultiOb,2,1,Statendam,Nat,Starboard,y,1,n,0,127.5045564,416942.8066,6518393.175,17.33185251,416954.7339,6518386.543,315.2321854,1632.742393,7.727629036,Middle Bay,West Arm,West Arm,-296,2355.36947,5,0,A-Away,9-Perpendicular,BL-Blowing,30,none,light,1',excellent,20080528.nc,281.0119934,-280,-280.375,2008_5.img,NA,2008.img,NA
440608.9022,6488513.784,2008-05-31-N,2008-05-31-N-037,2008-05-31-N-037,-49,616.505585,5/31/2008,20080531,2008,152,2008152,14:35:40,N,MultiOb,4,1,Coral Princess,Nat,Starboard,y,1,n,0,180.9716914,438329.8311,6492477.21,19.03848506,438332.5763,6492462.162,330.0356108,4557.558975,-30.93608062,Lower Bay,Middle Bay,Middle Bay,-112,1608.801342,5,0,T-Toward,9-Perpendicular,DF-Dive-fluke-up,100,none,moderate,1',excellent,20080531.nc,281.776001,-37,-38.33333333,2008_5.img,NA,2008.img,0.654160023
439898.9666,6487653.965,2008-05-31-N,2008-05-31-N-038,2008-05-31-N-037,-68,929.3329587,5/31/2008,20080531,2008,152,2008152,14:38:27,N,MultiOb,3,2,Coral Princess,Nat,Starboard,y,1,n,0,180.9096682,438301.3366,6490944.154,16.49895484,438304.0981,6490929.108,334.035704,3642.824346,-26.8739642,Lower Bay,Middle Bay,Middle Bay,-57,2109.434711,5,0,A-Away,9-Perpendicular,DF-Dive-fluke-up,100,none,moderate,1',excellent,20080531.nc,281.7739868,-45,-46.875,2008_5.img,NA,2008.img,0.654160023
438592.0783,6487349.442,2008-05-31-N,2008-05-31-N-039,2008-05-31-N-037,-95,1846.314389,5/31/2008,20080531,2008,152,2008152,14:42:10,N,MultiOb,2,3,Coral Princess,Nat,Starboard,y,1,n,0,181.3330224,438277.6672,6489150.936,14.59839635,438280.3174,6489135.87,350.1006488,1813.42852,-11.23237363,Lower Bay,Middle Bay,Middle Bay,-95,3032.092299,5,0,WA-With/Aw,4-45-degrees,BL-Blowing,100,none,moderate,1',excellent,20080531.nc,281.7449951,-93,-90.125,2008_5.img,NA,2008.img,NA
437849.066,6487434.039,2008-05-31-N,2008-05-31-N-040,2008-05-31-N-037,-98,2236.366321,5/31/2008,20080531,2008,152,2008152,14:45:20,Y,MultiOb,1,4,Coral Princess,Nat,Starboard,n,1,n,0,181.9223446,438239.394,6487796.754,13.66720751,438241.8891,6487781.662,48.49325793,524.5490937,46.5709133,Lower Bay,Middle Bay,Middle Bay,-96,2368.108671,5,0,A-Away,9-Perpendicular,BL-Blowing,100,none,moderate,1',excellent,20080531.nc,281.7409973,-118,-105,2008_5.img,NA,2008.img,NA
438031.155,6489188.321,2008-06-01-N,2008-06-01-N-008,2008-06-01-N-007,-98,3033.32269,6/1/2008,20080601,2008,153,2008153,11:32:09,Y,MultiOb,1,2,Tahitian Princess,Nat,Starboard,n,1,n,0,1.228957239,438131.8435,6489202.292,13.63239135,438131.1075,6489214.611,75.26340411,103.3522457,-105.9655531,Lower Bay,Middle Bay,Middle Bay,-95,3079.728432,6,1,W-With,0-Parallel,BL-Blowing,100,none,light,calm,excellent,20080601.nc,281.1430054,-91,-90.28571429,2008_6.img,NA,2008.img,NA
