"","whale_easting","whale_northing","Event_ID","EvB_Wpt_Id","SwB_Wpt_ID","whale_depth_m","whale_dist_to_shore_m","Event_Date","DateTxt","Year","JulianDay","Julian_DateTxt","TimeTxt","CPA","ObType","ObOrder_CPA","ObOrder_Time","Ship","Observer","ObLocation","Approx","Count","IS_WW","WW_Speed","ship_azimuth","GPS_easting","GPS_northing","ship_speed","ship_bb_easting","ship_bb_northing","ship_bb_to_whale_azimuth","ship_bb_to_whale_dist","ship_bb_to_whale_bearing","Subarea1","Subarea2","Subarea3","ship_depth_m","ship_dist_to_shore_m","month","season","whale_direction","whale_orientation","whale_behavior","clouds","rain","wind","waves","visibility","sst_fn","sst","point_ocean_depth","ave_ocean_depth_250m_buff","chlor_fn","chlor_a","chlor_ann_fn","chlor_a_ann"
"1",429120.309,6508924.068,"2012-05-02-N","2012-05-02-N-005","2012-05-02-N-005",-263,4049.886174,"5/2/2012",20120502,2012,123,2012123,"10:50:38","Y","Single",1,1,"Zaandam","Nat","Starboard","y",1,"n",0,321.677605,429512.0249,6507269.882,17.51561188,429500.4104,6507281.351,346.9718476,1686.119107,25.29424264,"Middle Bay","Middle Bay","Middle Bay",-295,2693.866774,5,0,"WT-With/To","45-45-degrees","DF-Dive-fluke-up","100","none","light","1'","good","20120502.nc",279.4979858,-211,-226.2857143,"2012_5.img",1.011010051,"2012.img",2.090159893
"2",424178.4941,6511973.257,"2012-05-02-N","2012-05-02-N-006","2012-05-02-N-006",-152,2223.122306,"5/2/2012",20120502,2012,123,2012123,"10:59:29","Y","Single",1,1,"Zaandam","Nat","Starboard","y",1,"n",0,314.0502895,426461.4233,6510954.43,17.59266463,426448.3893,6510964.256,293.965839,2484.050637,-20.08445056,"Middle Bay","Middle Bay","Middle Bay",-254,1788.312808,5,0,"A-Away","90-Perpendicular","DF-Dive-fluke-up","100","none","light","1'","good","20120502.nc",279.4599915,-177,-214.25,"2012_5.img",0.671609998,"2012.img",2.462860107
"3",420502.9957,6514580.697,"2012-05-02-N","2012-05-02-N-007","2012-05-02-N-007",-196,3258.94088,"5/2/2012",20120502,2012,123,2012123,"11:09:17","Y","Single",1,1,"Zaandam","Nat","Starboard","y",1,"n",0,308.6683126,422282.3732,6514309.421,17.84850898,422268.475,6514317.982,278.4639014,1784.919247,-30.20441115,"Middle Bay","West Arm","West Arm",-400,2303.262506,5,0,"GT-Ag/To","45-45-degrees","DN-Dive-no-fluke","100","none","light","1'","good","20120502.nc",279.42099,-142,-164.1666667,"2012_5.img",NA,"2012.img",NA
"4",397734.9699,6530224.68,"2012-05-02-N","2012-05-02-N-019","2012-05-02-N-019",-163,1058.213743,"5/2/2012",20120502,2012,123,2012123,"16:58:14","Y","Single",1,1,"Zaandam","Nat","Starboard","n",1,"n",0,107.2876736,396788.4852,6529616.76,16.61797518,396804.5477,6529613.855,56.71500276,1113.010342,-50.57267088,"West Arm","West Arm","West Arm",-316,1242.843457,5,0,"WT-With/To","45-45-degrees","DF-Dive-fluke-up","100","none","moderate","calm","good","20120502.nc",279.2309875,-222,-166.875,"2012_5.img",NA,"2012.img",NA
"5",436643.3545,6500070.915,"2012-05-05-N","2012-05-05-N-002","2012-05-05-N-002",-255,2593.793452,"5/5/2012",20120505,2012,126,2012126,"7:46:07","N","MultiOb",2,1,"Carnival Spirit","Nat","Starboard","y",1,"n",0,354.5262013,437977.3356,6495252.178,18.36628934,437971.6368,6495269.715,344.5355585,4981.551709,-9.99064272,"Middle Bay","Middle Bay","Middle Bay",-198,1734.86625,5,0,"T-Toward","90-Perpendicular","DF-Dive-fluke-up","100","none","moderate","1'","excellent","20120505.nc",279.7420044,-252,-245.8333333,"2012_5.img",0.862219989,"2012.img",2.378499985
"6",437097.102,6499894.944,"2012-05-05-N","2012-05-05-N-004","2012-05-05-N-004",-256,2236.949141,"5/5/2012",20120505,2012,126,2012126,"7:50:57","Y","Single",1,1,"Carnival Spirit","Nat","Starboard","y",1,"n",0,334.3264557,437294.8158,6497904.81,18.48600052,437283.4123,6497919.3,354.612736,1984.41032,20.28628033,"Middle Bay","Middle Bay","Middle Bay",-248,2095.938348,5,0,"A-Away","90-Perpendicular","DF-Dive-fluke-up","100","none","moderate","1'","excellent","20120505.nc",279.7340088,-252,-246,"2012_5.img",0.862219989,"2012.img",2.378499985
"7",436021.0013,6500788.112,"2012-05-05-N","2012-05-05-N-006","2012-05-05-N-006",-265,3031.599784,"5/5/2012",20120505,2012,126,2012126,"7:55:58","Y","Single",1,1,"Carnival Spirit","Nat","Starboard","n",1,"n",0,320.5202658,435667.3077,6500292.623,18.84087006,435652.7758,6500303.973,37.25580677,608.2604273,76.73554098,"Middle Bay","Middle Bay","Middle Bay",-268,2954.704005,5,0,"G-Against","0-Parallel","DF-Dive-fluke-up","100","none","moderate","1'","excellent","20120505.nc",279.7479858,-273,-254.7142857,"2012_5.img",0.862219989,"2012.img",2.378499985
"8",416375.9523,6516882.508,"2012-05-05-N","2012-05-05-N-023","2012-05-05-N-023",-264,770.174102,"5/5/2012",20120505,2012,126,2012126,"14:13:17","Y","Single",1,1,"Carnival Spirit","Nat","Starboard","y",1,"n",0,129.1393266,413811.2054,6521174.57,18.27049218,413827.6913,6521166.311,149.2533005,4984.43625,20.1139739,"West Arm","West Arm","West Arm",-430,1512.553269,5,0,"A-Away","90-Perpendicular","DF-Dive-fluke-up","100","none","strong","1'","excellent","20120505.nc",279.6180115,-275,-218.8333333,"2012_5.img",NA,"2012.img",NA
"9",429053.7829,6505839.885,"2012-05-05-N","2012-05-05-N-025","2012-05-05-N-025",-331,1199.106393,"5/5/2012",20120505,2012,126,2012126,"14:50:25","Y","Single",1,1,"Carnival Spirit","Nat","Starboard","y",1,"n",0,139.4994667,429792.3614,6507145.347,19.40912465,429807.0932,6507134.257,210.1989342,1497.623253,70.69946753,"Middle Bay","Middle Bay","Middle Bay",-265,2655.732732,5,0,"GA-Ag/Away","45-45-degrees","DF-Dive-fluke-up","100","none","moderate","calm","excellent","20120505.nc",279.8210144,-284,-219.6666667,"2012_5.img",NA,"2012.img",2.307650089
"10",436797.3837,6497713.076,"2012-05-05-N","2012-05-05-N-026","2012-05-05-N-026",-247,1566.950181,"5/5/2012",20120505,2012,126,2012126,"15:06:10","N","MultiOb",2,1,"Carnival Spirit","Nat","Starboard","y",1,"n",0,144.9724049,435782.0764,6499887.674,19.44837741,435795.6834,6499875.23,155.1422759,2382.921807,10.16987106,"Middle Bay","Middle Bay","Middle Bay",-271,2615.75526,5,0,"A-Away","90-Perpendicular","BL-Blowing","100","none","moderate","calm","excellent","20120505.nc",279.7260132,-242,-219.1428571,"2012_5.img",0.853160024,"2012.img",2.646290064
