"","whale_easting","whale_northing","Event_ID","EvB_Wpt_Id","SwB_Wpt_ID","whale_depth_m","whale_dist_to_shore_m","Event_Date","DateTxt","Year","JulianDay","Julian_DateTxt","TimeTxt","CPA","ObType","ObOrder_CPA","ObOrder_Time","Ship","Observer","ObLocation","Approx","Count","IS_WW","WW_Speed","ship_azimuth","GPS_easting","GPS_northing","ship_speed","ship_bb_easting","ship_bb_northing","ship_bb_to_whale_azimuth","ship_bb_to_whale_dist","ship_bb_to_whale_bearing","Subarea1","Subarea2","Subarea3","ship_depth_m","ship_dist_to_shore_m","month","season","whale_direction","whale_orientation","whale_behavior","clouds","rain","wind","waves","visibility","sst_fn","sst","point_ocean_depth","ave_ocean_depth_250m_buff","chlor_fn","chlor_a","chlor_ann_fn","chlor_a_ann"
"1",421398.6592,6518227.26,"2011-05-10-N","2011-05-10-N-013","2011-05-10-N-013",-96,69.09789636,"5/10/2011",20110510,2011,130,2011130,"12:35:28","Y","Single",1,1,"Oosterdam","Nat","Starboard","n",1,"n",0,310.2603922,421652.1571,6515169.789,18.51348798,421639.9878,6515178.784,355.4736943,3058.012835,45.21330214,"Middle Bay","West Arm","West Arm",-418,2030.993199,5,0,"U-Unsure","U-Unsure","BL-Blowing","100","light","moderate","calm","good","20110510.nc",279.0570068,11,118.5,"2011_5.img",NA,"2011.img",NA
"2",421032.0754,6516280.402,"2011-05-10-N","2011-05-10-N-041","2011-05-10-N-041",-255,1836.826987,"5/10/2011",20110510,2011,130,2011130,"18:38:27","N","MultiOb",2,1,"Oosterdam","Nat","Starboard","y",1,"n",0,131.2952811,420340.3037,6516174.487,18.75602357,420352.3085,6516165.274,80.38737543,689.4471917,-50.90790564,"Middle Bay","West Arm","West Arm",-376,2365.107006,5,0,"T-Toward","90-Perpendicular","RE-Resting","100","none","moderate","1'","excellent","20110510.nc",279.0589905,-248,-219.875,"2011_5.img",NA,"2011.img",NA
"3",420649.824,6515366.197,"2011-05-10-N","2011-05-10-N-043","2011-05-10-N-043",-375,2668.195757,"5/10/2011",20110510,2011,130,2011130,"18:39:39","Y","Single",1,1,"Oosterdam","Nat","Starboard","n",2,"n",0,131.2392654,420862.3073,6515716.507,18.77847789,420874.3212,6515707.305,213.3505858,408.354363,82.11132032,"Middle Bay","West Arm","West Arm",-382,2297.587179,5,0,"A-Away","90-Perpendicular","DF-Dive-fluke-up","100","none","moderate","1'","excellent","20110510.nc",279.0599976,-193,-191.7142857,"2011_5.img",NA,"2011.img",NA
"4",439724.9449,6486424.942,"2011-05-15-N","2011-05-15-N-002","2011-05-15-N-002",-72,421.2520073,"5/15/2011",20110515,2011,135,2011135,"6:23:34","Y","Single",1,1,"Sea Princess","Nat","Starboard","y",1,"y",20,356.3793104,438559.2111,6485649.823,16.63344214,438553.293,6485680.01,57.55194605,1388.413443,61.1726356,"Lower Bay","Lower Bay","Lower Bay",-98,1521.025492,5,0,"U-Unsure","U-Unsure","BL-Blowing","5","none","moderate","calm","excellent","20110515.nc",279.6789856,-69,-39.85714286,"2011_5.img",NA,"2011.img",NA
"5",438242.7864,6483554.906,"2011-05-17-N","2011-05-17-N-002","2011-05-17-N-002",-87,2074.920148,"5/17/2011",20110517,2011,137,2011137,"12:17:30","N","MultiOb",2,1,"Oosterdam","Nat","Starboard","y",1,"y",20,342.7397004,438621.557,6482629.542,20.15111182,438616.1217,6482643.665,337.7210902,984.7533044,-5.018610202,"Lower Bay","Lower Bay","Lower Bay",-82,1786.649006,5,0,"A-Away","90-Perpendicular","DN-Dive-no-fluke","95","none","moderate","calm","excellent","20110517.nc",280.230011,-92,-88.16666667,"2011_5.img",NA,"2011.img",NA
"6",422989.6549,6513436.025,"2011-05-17-N","2011-05-17-N-043","2011-05-17-N-043",-330,2834.024712,"5/17/2011",20110517,2011,137,2011137,"19:12:17","N","MultiOb",3,1,"Oosterdam","Nat","Starboard","y",1,"n",0,128.6429083,421337.811,6515312.505,18.72968236,421350.2294,6515303.856,138.7260626,2485.25885,10.08315429,"Middle Bay","West Arm","West Arm",-418,2148.949935,5,0,"T-Toward","90-Perpendicular","DN-Dive-no-fluke","90","none","moderate","1'","excellent","20110517.nc",280.1860046,-238,-235.7142857,"2011_5.img",NA,"2011.img",NA
"7",430096.8753,6505196.501,"2011-05-20-N","2011-05-20-N-028","2011-05-20-N-028",-332,1244.693331,"5/20/2011",20110520,2011,140,2011140,"15:13:13","Y","Single",1,1,"Zaandam","Nat","Starboard","n",1,"n",0,141.9954307,430727.1599,6505784.345,17.3382211,430738.7106,6505772.811,228.079013,862.6042038,86.08358226,"Middle Bay","Middle Bay","Middle Bay",-312,2104.583871,5,0,"WA-With/Aw","45-45-degrees","DF-Dive-fluke-up","60","none","light","3'","good","20110520.nc",281.3410034,-330,-294.1428571,"2011_5.img",2.334660053,"2011.img",2.131429911
"8",438743.8832,6494202.543,"2011-05-22-N","2011-05-22-N-008","2011-05-22-N-008",-113,2212.774036,"5/22/2011",20110522,2011,142,2011142,"7:35:22","N","MultiOb",2,1,"Volendam","Nat","Starboard","y",1,"n",0,359.7003229,438069.7039,6492319.666,16.99552693,438067.6578,6492328.466,19.84102363,1992.346552,20.14070073,"Lower Bay","Middle Bay","Middle Bay",-112,1376.261622,5,0,"G-Against","0-Parallel","BL-Blowing","100","none","moderate","calm","poor","20110522.nc",281.1390076,-36,-64.16666667,"2011_5.img",2.186219931,"2011.img",4.346260071
"9",436577.4656,6496034.341,"2011-05-24-N","2011-05-24-N-011","2011-05-24-N-011",-133,835.2882723,"5/24/2011",20110524,2011,144,2011144,"10:40:36","Y","Single",1,1,"Zaandam","Nat","Starboard","y",1,"n",0,348.939571,437558.7806,6496226.164,17.12355387,437553.7099,6496241.679,258.0094961,998.0189828,-90.93007489,"Middle Bay","Middle Bay","Middle Bay",-236,1748.528862,5,0,"T-Toward","90-Perpendicular","BL-Blowing","100","light","light","calm","excellent","20110524.nc",282.0310059,-221,-110,"2011_5.img",2.186219931,"2011.img",4.346260071
"10",427583.5945,6508407.019,"2011-05-30-N","2011-05-30-N-052","2011-05-30-N-052",-250,2884.578754,"5/30/2011",20110530,2011,150,2011150,"18:08:38","N","MultiOb",2,1,"Coral Princess","Nat","Starboard","y",1,"n",0,138.8172678,426921.7814,6509753.025,18.06309121,426933.1636,6509743.052,154.041452,1485.949373,15.22418421,"Middle Bay","Middle Bay","Middle Bay",-336,1860.525834,5,0,"GT-Ag/To","45-45-degrees","DF-Dive-fluke-up","0","none","moderate","calm","excellent","20110530.nc",281.7789917,-258,-263.625,"2011_5.img",2.647979975,"2011.img",2.011850119
