"","unique_event_ID","same_whale_ID","ship","count","count_factor","ship_speed","distance","whale_behavior","visibility","waves","X_whale_UTM","Y_whale_UTM","ship_speed_scaled","grid_ID","ship_whale_dist_round","det_idx","det_prob","adjusted_count","adjusted_count_sum","count_sum"
"1","2008-05-06-N-005","2008-05-06-N-005","Veendam",1,"1",16.80260678,1357.990972,"BL-Blowing","excellent","calm",419124.7731,6517131.57,0.654526492224,10859,1360,"1_excellent_1360",0.325853015314772,3.06886833326985,11.2782975543329,5
"2","2008-05-08-N-006","2008-05-08-N-006","Norwegian Pearl",1,"1",16.07088876,3646.232984,"DF-Dive-fluke-up","excellent","calm",437821.7031,6490309.302,0.434731418579,9907,3650,"1_excellent_3650",0.0422267132019892,23.6816916158393,179.543294522612,20
"3","2008-05-08-N-008","2008-05-08-N-008","Norwegian Pearl",1,"1",18.12490146,354.5248521,"DF-Dive-fluke-up","excellent","1'",432495.0187,6503674.623,1.05172028632,10355,350,"1_excellent_350",0.999741151822453,1.00025891519727,57.8100127659581,4
"4","2008-05-08-N-028","2008-05-08-N-028","Norwegian Pearl",1,"1",15.0545887,1818.140645,"DF-Dive-fluke-up","excellent","calm",423059.4396,6513497.617,0.129452963726,10710,1820,"1_excellent_1820",0.18554481005689,5.38953366409649,75.8724833528424,7
"5","2008-05-08-N-029","2008-05-08-N-029","Norwegian Pearl",1,"1",18.09060802,1359.656176,"DF-Dive-fluke-up","excellent","calm",437304.0514,6497848.867,1.04141914713,10148,1360,"1_excellent_1360",0.325853015314772,3.06886833326985,155.268755140514,9
"6","2008-05-08-N-032","2008-05-08-N-032","Norwegian Pearl",1,"1",15.85772028,634.3565128,"DF-Dive-fluke-up","excellent","calm",438976.9773,6489222.044,0.370699400124,9874,630,"1_excellent_630",0.890544341760269,1.12290871224152,160.730721733217,20
"7","2008-05-11-N-002","2008-05-11-N-002","Ryndam",1,"1",15.26069018,175.2535522,"DF-Dive-fluke-up","excellent","calm",440976.1693,6479043.464,0.191362181125,9568,180,"1_excellent_180",1,1,16.0389785051164,10
"8","2008-05-11-N-011","2008-05-11-N-011","Ryndam",1,"1",17.08704409,1814.328201,"BL-Blowing","excellent","calm",438078.399,6492207.644,0.739966399115,9955,1810,"1_excellent_1810",0.187619012225061,5.32995024406395,310.853980729245,23
"9","2008-05-11-N-040","2008-05-11-N-040","Ryndam",1,"1",17.91447473,624.27711,"DF-Dive-fluke-up","excellent","calm",438706.3098,6490576.095,0.988511840781,9908,620,"1_excellent_620",0.899037394148786,1.1123007858275,208.622739305718,21
"10","2008-05-13-N-004","2008-05-13-N-004","Veendam",1,"1",17.3343273,634.9643161,"BL-Blowing","excellent","calm",439625.5784,6481046.909,0.814245875454,9635,630,"1_excellent_630",0.890544341760269,1.12290871224152,175.299797871624,32
"11","2008-05-13-N-036","2008-05-13-N-036","Veendam",1,"1",16.60784944,449.8510227,"DF-Dive-fluke-up","excellent","1'",437615.9208,6488832.593,0.596024852633,9873,450,"1_excellent_450",0.990927532101666,1.00915553116088,422.62221795978,36
"12","2008-05-25-N-005","2008-05-25-N-005","Ryndam",1,"1",15.8527109,1374.022804,"RE-Resting","excellent","calm",441310.608,6480390.801,0.369194671504,9616,1370,"1_excellent_1370",0.321510225606025,3.11032098004058,46.2779958149293,8
"13","2008-05-25-N-016","2008-05-25-N-016","Ryndam",1,"1",17.80625186,1658.186238,"SA-Surface-active","excellent","calm",438520.6883,6497234.626,0.956003616257,10128,1660,"1_excellent_1660",0.222943596175853,4.48543944366638,13.9350408845731,3
"14","2008-05-25-N-024","2008-05-25-N-024","Ryndam",1,"1",16.66706686,552.6917489,"BL-Blowing","excellent","calm",414822.4502,6522260.797,0.613812711937,10998,550,"1_excellent_550",0.950175029751707,1.05243767588937,26.307491998345,4
"15","2008-05-25-N-043","2008-05-25-N-043","Ryndam",1,"1",15.1575027,84.86194866,"BL-Blowing","excellent","1'",391724.5857,6530566.62,0.160366498162,11328,80,"1_excellent_80",1,1,1,1
"16","2008-05-25-N-053","2008-05-25-N-053","Ryndam",1,"1",16.83331037,2274.007719,"SA-Surface-active","excellent","1'",439352.1259,6487557.258,0.663749304347,9841,2270,"1_excellent_2270",0.11757742847925,8.50503377165186,97.369582101421,9
"17","2008-05-26-N-026","2008-05-26-N-026","Sapphire Princess",1,"1",18.97596474,212.2243234,"DF-Dive-fluke-up","excellent","1'",414582.7891,6521181.407,1.30736455254,10957,210,"1_excellent_210",0.999999999994631,1.00000000000537,23.1631784139907,6
"18","2008-05-26-N-034","2008-05-26-N-034","Sapphire Princess",1,"1",14.61334426,2711.333987,"SA-Surface-active","excellent","1'",438629.4917,6489432.669,-0.00308901492561,9891,2710,"1_excellent_2710",0.080654081088393,12.3986286435283,174.961071992664,18
"19","2008-05-28-N-002","2008-05-28-N-002","Statendam",1,"1",13.32966428,4558.636981,"DF-Dive-fluke-up","excellent","calm",438653.0146,6482800.134,-0.388683640218,9688,4560,"1_excellent_4560",0.0258575356943213,38.6734455990567,308.213804312885,32
"20","2008-05-28-N-005","2008-05-28-N-005","Statendam",1,"1",12.21352209,122.7685835,"DF-Dive-fluke-up","excellent","calm",439412.7171,6481936.384,-0.723952894418,9673,120,"1_excellent_120",1,1,189.356048766079,19
"21","2008-05-28-N-014","2008-05-28-N-014","Statendam",1,"1",19.36962053,796.4374617,"DF-Dive-fluke-up","excellent","calm",418194.4837,6516900.676,1.42561174749,10858,800,"1_excellent_800",0.72613566945592,1.37715311623416,89.2799443387378,8
"22","2008-05-28-N-016","2008-05-28-N-016","Statendam",1,"1",19.13452597,2731.262249,"DF-Dive-fluke-up","excellent","calm",405259.3581,6527989.985,1.35499352473,11210,2730,"1_excellent_2730",0.0793896314670383,12.5961033137582,12.5961033137582,1
"23","2008-05-28-N-032","2008-05-28-N-032","Statendam",1,"1",2.8168267,3658.061081,"DF-Dive-fluke-up","excellent","1'",391555.0627,6531288.527,-3.54655299284,11357,3660,"1_excellent_3660",0.0419740744661641,23.8242299018675,23.8242299018675,1
"24","2008-05-28-N-041","2008-05-28-N-041","Statendam",1,"1",17.33185251,1632.742393,"BL-Blowing","excellent","1'",418104.569,6517227.35,0.813502492572,10858,1630,"1_excellent_1630",0.231078196314775,4.32753940418419,89.2799443387378,8
"25","2008-05-31-N-037","2008-05-31-N-037","Coral Princess",1,"1",19.03848506,4557.558975,"DF-Dive-fluke-up","excellent","1'",440608.9022,6488513.784,1.32614454424,9859,4560,"1_excellent_4560",0.0258575356943213,38.6734455990567,118.496419579647,6
"26","2008-06-01-N-007","2008-06-01-N-007","Tahitian Princess",1,"1",14.50244247,1816.423431,"DF-Dive-fluke-up","excellent","calm",437831.5723,6488840.537,-0.0364019393504,9873,1820,"1_excellent_1820",0.18554481005689,5.38953366409649,422.62221795978,36
"27","2008-06-01-N-041","2008-06-01-N-041","Tahitian Princess",1,"1",12.75433358,903.2391857,"DF-Dive-fluke-up","excellent","calm",438475.7392,6489731.879,-0.561502745557,9891,900,"1_excellent_900",0.630146129101729,1.58693349656134,174.961071992664,18
"28","2008-06-06-N-002","2008-06-06-N-002","Volendam",1,"1",12.97898882,2552.209515,"BL-Blowing","excellent","calm",439199.9106,6478909.577,-0.494020308784,9566,2550,"1_excellent_2550",0.0918819885382981,10.8835258782322,21.4061300759463,2
"29","2008-06-06-N-016","2008-06-06-N-016","Volendam",1,"1",19.08287313,2279.845001,"BL-Blowing","excellent","1'",434623.4517,6505266.296,1.33947793066,10403,2280,"1_excellent_2280",0.116494741340337,8.58407846134894,13.0599453120999,5
"30","2008-06-06-N-017","2008-06-06-N-017","Volendam",1,"1",19.23894394,772.4371096,"SA-Surface-active","excellent","1'",434513.1199,6504771.381,1.386358825,10403,770,"1_excellent_770",0.756089370315376,1.32259497257961,13.0599453120999,5
"31","2008-06-06-N-045","2008-06-06-N-045","Volendam",1,"1",13.27319821,1371.118507,"BL-Blowing","excellent","calm",437074.7545,6484089.064,-0.405645042937,9722,1370,"1_excellent_1370",0.321510225606025,3.11032098004058,93.3244869638823,29
"32","2008-06-06-N-046","2008-06-06-N-046","Volendam",1,"1",12.74835,1272.001297,"SA-Surface-active","excellent","calm",438740.6718,6482692.908,-0.563300106523,9688,1270,"1_excellent_1270",0.368528176450225,2.71349672535843,308.213804312885,32
"33","2008-06-07-N-006","2008-06-07-N-006","Island Princess",1,"1",10.90885219,2729.230226,"DF-Dive-fluke-up","excellent","calm",439607.2647,6485191.213,-1.1158525182,9758,2730,"1_excellent_2730",0.0793896314670383,12.5961033137582,122.842159344817,18
"34","2008-06-07-N-009","2008-06-07-N-009","Island Princess",1,"1",13.46786087,2002.712272,"DF-Dive-fluke-up","excellent","calm",437163.4433,6487957.591,-0.347171843534,9839,2000,"1_excellent_2000",0.153067054665019,6.53308448502168,387.207454507712,37
"35","2008-06-07-N-010","2008-06-07-N-010","Island Princess",1,"1",13.95225718,3643.731523,"DF-Dive-fluke-up","excellent","calm",440748.1361,6490208.363,-0.201667810942,9910,3640,"1_excellent_3640",0.0424815378329775,23.5396374757347,259.496774373846,9
"36","2008-06-07-N-031","2008-06-07-N-031","Island Princess",1,"1",18.74616011,4557.488382,"BL-Blowing","excellent","1'",438757.1988,6496993.771,1.23833533064,10102,4560,"1_excellent_4560",0.0258575356943213,38.6734455990567,72.9543837700532,8
"37","2008-06-07-N-034","2008-06-07-N-034","Island Princess",1,"1",10.72075311,4557.893408,"DF-Dive-fluke-up","excellent","1'",439155.2087,6483641.278,-1.17235413496,9706,4560,"1_excellent_4560",0.0258575356943213,38.6734455990567,337.325428583294,61
"38","2008-06-07-N-038","2008-06-07-N-038","Island Princess",1,"1",9.380479596,719.7191268,"DF-Dive-fluke-up","excellent","1'",437910.4693,6484677.029,-1.57494845089,9739,720,"1_excellent_720",0.806032772860926,1.24064434309613,188.337667561718,42
"39","2008-06-11-K-002","2008-06-11-K-002","Statendam",1,"1",11.18956121,1488.605436,"BL-Blowing","excellent","1'",462562.6308,6458736.913,-1.03153252329,7516,1490,"1_excellent_1490",0.274830420762854,3.63860739005629,3.63860739005629,1
"40","2008-06-11-K-003","2008-06-11-K-003","Statendam",1,"1",11.18329477,786.3331009,"BL-Blowing","excellent","1'",461667.6645,6460134.158,-1.03341485037,7801,790,"1_excellent_790",0.736091564061879,1.35852664100894,19.3652129314178,3
"41","2008-06-11-K-005","2008-06-11-K-005","Statendam",1,"1",10.97758343,613.1909567,"BL-Blowing","excellent","1'",459258.2929,6461018.409,-1.09520687665,7897,610,"1_excellent_610",0.907274297439991,1.10220250129608,29.9038455104618,2
"42","2008-06-11-K-017","2008-06-11-K-017","Statendam",1,"1",7.659081622,968.809598,"DF-Dive-fluke-up","excellent","calm",441948.9053,6476327.714,-2.0920257732,9477,970,"1_excellent_970",0.568695453226848,1.75841040107825,17.6926413902678,5
"43","2008-06-11-K-056","2008-06-11-K-056","Statendam",1,"1",19.23952368,991.102364,"BL-Blowing","excellent","1'",456995.6827,6460962.136,1.38653296858,7895,990,"1_excellent_990",0.552170524495795,1.81103473589637,1.81103473589637,1
"44","2008-06-11-K-057","2008-06-11-K-057","Statendam",1,"1",19.73070936,670.4397953,"DF-Dive-fluke-up","excellent","1'",465940.3305,6456823.433,1.53407640711,7226,670,"1_excellent_670",0.854437387736825,1.17036077113705,11.1058531025425,3
"45","2008-06-11-K-070","2008-06-11-K-070","Statendam",1,"1",19.81635979,1999.269849,"BL-Blowing","excellent","1'",514726.6211,6348963.527,1.55980427229,1390,2000,"1_excellent_2000",0.153067054665019,6.53308448502168,6.53308448502168,1
"46","2008-06-11-N-006","2008-06-11-N-006","Island Princess",1,"1",10.60373274,3643.356773,"BL-Blowing","excellent","calm",439385.408,6486430.406,-1.20750497195,9801,3640,"1_excellent_3640",0.0424815378329775,23.5396374757347,110.32488247881,14
"47","2008-06-11-N-011","2008-06-11-N-011","Island Princess",1,"1",12.73883616,1142.831391,"BL-Blowing","excellent","calm",437182.5103,6488078.898,-0.566157894778,9839,1140,"1_excellent_1140",0.443216160853131,2.25623541811999,387.207454507712,37
"48","2008-06-15-K-003","2008-06-15-K-003","Ryndam",1,"1",13.86624033,151.563979,"BL-Blowing","excellent","1'",471025.9967,6454022.412,-0.227505742172,6830,150,"1_excellent_150",1,1,1,1
"49","2008-06-15-K-005","2008-06-15-K-005","Ryndam",1,"1",13.08209134,1012.232075,"BL-Blowing","excellent","1'",464766.8614,6457264.844,-0.463050146294,7323,1010,"1_excellent_1010",0.536119394100373,1.86525615563308,1.86525615563308,1
"50","2008-06-15-K-006","2008-06-15-K-006","Ryndam",1,"1",13.01703785,748.4608728,"DF-Dive-fluke-up","excellent","1'",464204.864,6457580.176,-0.482591057184,7421,750,"1_excellent_750",0.776127145153269,1.28844868555979,1.28844868555979,1
"51","2008-06-15-K-007","2008-06-15-K-007","Ryndam",1,"1",13.59139431,2009.222625,"BL-Blowing","excellent","calm",459004.8457,6462621.516,-0.310064596205,8199,2010,"1_excellent_2010",0.151501583242519,6.60059108688807,6.60059108688807,1
"52","2008-06-15-K-009","2008-06-15-K-009","Ryndam",1,"1",13.90442249,1013.177926,"DF-Dive-fluke-up","excellent","calm",457595.5967,6461941.593,-0.216036500688,7995,1010,"1_excellent_1010",0.536119394100373,1.86525615563308,92.9042456459452,6
"53","2008-06-15-K-011","2008-06-15-K-011","Ryndam",1,"1",13.92611649,507.7722245,"BL-Blowing","excellent","calm",456466.6986,6462644.461,-0.209520009093,8196,510,"1_excellent_510",0.971340221405247,1.02950539673246,6.71624007330688,3
"54","2008-06-15-K-013","2008-06-15-K-013","Ryndam",1,"1",13.92867421,738.3314837,"DF-Dive-fluke-up","excellent","calm",455676.011,6461972.544,-0.208751715514,8093,740,"1_excellent_740",0.786129828097522,1.27205451855205,48.2782352540943,2
"55","2008-06-15-K-014","2008-06-15-K-014","Ryndam",1,"1",13.91014705,1009.083125,"BL-Blowing","excellent","calm",455403.3046,6463473.243,-0.214316944722,8298,1010,"1_excellent_1010",0.536119394100373,1.86525615563308,16.968582471337,4
"56","2008-06-15-K-016","2008-06-15-K-016","Ryndam",1,"1",13.95330599,413.3806979,"BL-Blowing","excellent","calm",454506.4439,6462876.962,-0.201352767079,8195,410,"1_excellent_410",0.996952558746973,1.003056756539,5.36158340196182,5
"57","2008-06-15-K-017","2008-06-15-K-017","Ryndam",1,"1",13.94017729,179.3597124,"BL-Blowing","excellent","calm",453954.5878,6463073.228,-0.205296394958,8194,180,"1_excellent_180",1,1,6.24158266264817,5
"58","2008-06-15-K-028","2008-06-15-K-028","Ryndam",1,"1",12.57647491,1012.376789,"BL-Blowing","excellent","calm",440038.9059,6481198.776,-0.614928325361,9654,1010,"1_excellent_1010",0.536119394100373,1.86525615563308,126.935022842485,23
"59","2008-06-15-K-051","2008-06-15-K-051","Ryndam",1,"1",14.31459466,1487.164839,"BL-Blowing","excellent","calm",438658.581,6487145.915,-0.0928280790717,9820,1490,"1_excellent_1490",0.274830420762854,3.63860739005629,107.8395381833,29
"60","2008-06-15-K-052","2008-06-15-K-052","Ryndam",1,"1",14.23584162,586.5178051,"BL-Blowing","excellent","calm",438184.6572,6487163.128,-0.116484091024,9820,590,"1_excellent_590",0.922895247887736,1.0835465913263,107.8395381833,29
"61","2008-06-15-K-053","2008-06-15-K-053","Ryndam",1,"1",13.20480321,1186.891823,"BL-Blowing","excellent","calm",438895.5672,6485266.712,-0.426189683975,9757,1190,"1_excellent_1190",0.412494105005511,2.42427706933325,102.9233612615,15
"62","2008-06-15-K-059","2008-06-15-K-059","Ryndam",1,"1",13.95144294,889.2741967,"BL-Blowing","excellent","calm",438501.1689,6482367.72,-0.20191239415,9672,890,"1_excellent_890",0.639357835366271,1.56406935941768,250.634272119375,37
"63","2008-06-15-K-061","2008-06-15-K-061","Ryndam",1,"1",13.4052839,1987.781769,"BL-Blowing","excellent","1'",444775.2843,6471725.882,-0.365968851881,9163,1990,"1_excellent_1990",0.154655143464526,6.46599898068941,6.46599898068941,1
"64","2008-06-15-K-063","2008-06-15-K-063","Ryndam",1,"1",13.51014479,605.1849739,"BL-Blowing","excellent","1'",444124.9368,6471524.184,-0.334470506329,9100,610,"1_excellent_610",0.907274297439991,1.10220250129608,32.1258871729909,4
"65","2008-06-15-K-065","2008-06-15-K-065","Ryndam",1,"1",13.9565179,451.9608123,"BL-Blowing","excellent","1'",444051.0072,6470818.946,-0.200387966465,9040,450,"1_excellent_450",0.990927532101666,1.00915553116088,10.6458157427638,5
"66","2008-06-15-K-068","2008-06-15-K-068","Ryndam",1,"1",15.13868499,786.494808,"DF-Dive-fluke-up","excellent","1'",443839.3633,6468647.481,0.154713992904,8854,790,"1_excellent_790",0.736091564061879,1.35852664100894,19.0144278777951,4
"67","2008-06-15-K-073","2008-06-15-K-073","Ryndam",1,"1",16.42336315,3487.258827,"BL-Blowing","excellent","1'",455342.0009,6461834.378,0.540608453708,7994,3490,"1_excellent_3490",0.0465837672117934,21.4667052463467,137.07226146508,5
"68","2008-06-15-K-074","2008-06-15-K-074","Ryndam",1,"1",16.35679592,992.511101,"BL-Blowing","excellent","1'",454477.0342,6463609.73,0.520612842256,8297,990,"1_excellent_990",0.552170524495795,1.81103473589637,2.82842239113009,2
"69","2008-06-15-K-075","2008-06-15-K-075","Ryndam",1,"1",16.35628232,792.6897616,"BL-Blowing","excellent","1'",455021.7386,6463074.7,0.520458565955,8195,790,"1_excellent_790",0.736091564061879,1.35852664100894,5.36158340196182,5
"70","2008-06-15-K-076","2008-06-15-K-076","Ryndam",1,"1",16.36470831,410.4817743,"BL-Blowing","excellent","1'",455816.4777,6461926.554,0.522989583426,7994,410,"1_excellent_410",0.996952558746973,1.003056756539,137.07226146508,5
"71","2008-06-15-K-087","2008-06-15-K-087","Ryndam",1,"1",17.38918508,2004.331724,"DF-Dive-fluke-up","excellent","1'",519282.5853,6334560.135,0.830724176474,1069,2000,"1_excellent_2000",0.153067054665019,6.53308448502168,6.53308448502168,1
"72","2008-06-15-N-002","2008-06-15-N-002","Tahitian Princess",1,"1",13.97527598,562.6224355,"BL-Blowing","excellent","calm",440909.7243,6479099.262,-0.194753372998,9568,560,"1_excellent_560",0.943895251484828,1.05943959186882,16.0389785051164,10
"73","2008-06-16-N-003","2008-06-16-N-003","Diamond Princess",1,"1",17.61221798,1069.32255,"BL-Blowing","excellent","1'",437471.1955,6488143.819,0.897719291178,9856,1070,"1_excellent_1070",0.490812438977697,2.03743817512629,358.230205038584,23
"74","2008-06-16-N-032","2008-06-16-N-032","Diamond Princess",1,"1",13.72413573,1798.104732,"BL-Blowing","excellent","calm",437755.009,6493076.686,-0.270191435524,9972,1800,"1_excellent_1800",0.189725265879769,5.27077927846317,173.326112528089,17
"75","2008-06-16-N-036","2008-06-16-N-036","Diamond Princess",1,"1",12.01833467,3625.859125,"BL-Blowing","excellent","calm",438974.241,6485237.188,-0.782583722389,9757,3630,"1_excellent_3630",0.0427385729343305,23.3980671637432,102.9233612615,15
"76","2008-06-16-N-037","2008-06-16-N-037","Diamond Princess",1,"1",11.62852913,2714.711728,"BL-Blowing","excellent","calm",439818.649,6484063.052,-0.899674370739,9724,2710,"1_excellent_2710",0.080654081088393,12.3986286435283,43.6515811534895,4
"77","2008-06-18-K-003","2008-06-18-K-003","Statendam",1,"1",13.13957749,2188.759701,"BL-Blowing","excellent","1'",463266.1312,6461074.552,-0.445782329693,7900,2190,"1_excellent_2190",0.126771162571788,7.88822930793678,7.88822930793678,1
"78","2008-06-18-K-004","2008-06-18-K-004","Statendam",1,"1",13.38752016,1591.35248,"DF-Dive-fluke-up","excellent","1'",455795.4722,6462956.114,-0.371304763304,8196,1590,"1_excellent_1590",0.242561528300256,4.12266531715674,6.71624007330688,3
"79","2008-06-18-K-005","2008-06-18-K-005","Statendam",1,"1",13.37497421,886.2581699,"BL-Blowing","excellent","1'",456088.7594,6462612.079,-0.375073343452,8196,890,"1_excellent_890",0.639357835366271,1.56406935941768,6.71624007330688,3
"80","2008-06-18-K-007","2008-06-18-K-007","Statendam",1,"1",13.19542974,991.5643763,"RE-Resting","excellent","1'",455118.3548,6462036.162,-0.42900530758,8092,990,"1_excellent_990",0.552170524495795,1.81103473589637,7.40764850591273,6
"81","2008-06-18-K-008","2008-06-18-K-008","Statendam",1,"1",13.40658848,241.5879067,"BL-Blowing","excellent","1'",454791.366,6462923.372,-0.365576979261,8195,240,"1_excellent_240",0.999999995586471,1.00000000441353,5.36158340196182,5
"82","2008-06-18-K-050","2008-06-18-K-050","Statendam",1,"1",12.75212682,254.1578069,"BL-Blowing","excellent","calm",438264.5611,6485526.403,-0.562165616996,9757,250,"1_excellent_250",0.999999976271375,1.00000002372863,102.9233612615,15
"83","2008-06-18-K-054","2008-06-18-K-054","Statendam",1,"1",10.68955878,533.2293054,"RE-Resting","excellent","1'",440341.5676,6478882.747,-1.18172435665,9567,530,"1_excellent_530",0.961567451148196,1.03996864578342,14.8447733184325,10
"84","2008-06-18-K-062","2008-06-18-K-062","Statendam",1,"1",13.45991654,1388.439645,"BL-Blowing","excellent","1'",446868.7318,6463748.814,-0.349558178911,8291,1390,"1_excellent_1390",0.313046882333862,3.19440970804337,16.8043407631401,3
"85","2008-06-18-K-071","2008-06-18-K-071","Statendam",1,"1",17.38695557,1992.026768,"DF-Dive-fluke-up","excellent","1'",469587.417,6455759.101,0.83005447134,7131,1990,"1_excellent_1990",0.154655143464526,6.46599898068941,6.46599898068941,1
"86","2008-06-18-K-072","2008-06-18-K-072","Statendam",1,"1",17.42236978,2490.205175,"SA-Surface-active","excellent","1'",471121.4268,6450747.022,0.840692269894,6303,2490,"1_excellent_2490",0.0966668898203218,10.3448037053715,10.3448037053715,1
"87","2008-06-18-K-074","2008-06-18-K-074","Statendam",1,"1",17.56152352,2986.609432,"BL-Blowing","excellent","3'",482782.7131,6446620.88,0.882491577407,5658,2990,"1_excellent_2990",0.0652363675290926,15.3288731098347,15.3288731098347,1
"88","2008-06-18-K-082","2008-06-18-K-082","Statendam",1,"1",17.77908763,388.9797015,"DF-Dive-fluke-up","excellent","1'",517522.7719,6338524.337,0.947843964902,1134,390,"1_excellent_390",0.99846708406303,1.00153526937586,1.00153526937586,1
"89","2008-06-18-N-013","2008-06-18-N-013","Coral Princess",1,"1",16.05703556,1081.921429,"BL-Blowing","excellent","1'",438349.4399,6493463.397,0.430570163791,9990,1080,"1_excellent_1080",0.483672069827939,2.06751653109872,88.8447330392533,17
"90","2008-06-22-N-008","2008-06-22-N-008","Ryndam",1,"1",14.03499267,1099.709736,"BL-Blowing","excellent","1'",439289.4864,6488673.906,-0.17681554187,9857,1100,"1_excellent_1100",0.469736533923495,2.12885293729967,136.830777470419,23
"91","2008-06-23-K-010","2008-06-23-K-010","Amsterdam",1,"1",10.53824703,897.9852921,"DF-Dive-fluke-up","excellent","1'",452466.4353,6462360.398,-1.22717571404,8090,900,"1_excellent_900",0.630146129101729,1.58693349656134,15.9449443080604,8
"92","2008-06-23-K-011","2008-06-23-K-011","Amsterdam",1,"1",10.42817274,898.3012207,"DF-Dive-fluke-up","excellent","1'",452130.5925,6462452.498,-1.26024007218,8090,900,"1_excellent_900",0.630146129101729,1.58693349656134,15.9449443080604,8
"93","2008-06-23-K-012","2008-06-23-K-012","Amsterdam",1,"1",10.54342265,903.841137,"BL-Blowing","excellent","1'",452365.7414,6462363.945,-1.22562104988,8090,900,"1_excellent_900",0.630146129101729,1.58693349656134,15.9449443080604,8
"94","2008-06-23-K-017","2008-06-23-K-017","Amsterdam",1,"1",7.178691472,1189.761995,"BL-Blowing","excellent","1'",443306.7125,6474695.855,-2.23632642661,9374,1190,"1_excellent_1190",0.412494105005511,2.42427706933325,4.26222334475098,2
"95","2008-06-23-K-061","2008-06-23-K-061","Amsterdam",1,"1",10.50060786,489.5972862,"DF-Dive-fluke-up","excellent","1'",442013.8734,6471476.6,-1.23848185098,9099,490,"1_excellent_490",0.979461759444367,1.0209689049701,11.3628878624147,8
"96","2008-06-23-K-062","2008-06-23-K-062","Amsterdam",1,"1",10.43925006,1785.881123,"DF-Dive-fluke-up","excellent","1'",440358.2723,6470458.139,-1.25691264236,9037,1790,"1_excellent_1790",0.191864179366814,5.2120203119737,147.183215081131,20
"97","2008-06-23-K-063","2008-06-23-K-063","Amsterdam",1,"1",11.66706017,985.4170115,"BL-Blowing","excellent","1'",441283.6039,6469816.812,-0.888100331912,8977,990,"1_excellent_990",0.552170524495795,1.81103473589637,365.858782060479,32
"98","2008-06-23-K-066","2008-06-23-K-066","Amsterdam",1,"1",10.78080651,2484.848356,"BL-Blowing","excellent","3'",408176.7084,6450616.549,-1.15431516214,6277,2480,"1_excellent_2480",0.0974985088861362,10.2565671149684,11.2775360199385,2
"99","2008-06-23-N-037","2008-06-23-N-037","Sapphire Princess",1,"1",18.39301965,3625.434928,"BL-Blowing","excellent","1'",438385.1082,6488835.188,1.13225821993,9874,3630,"1_excellent_3630",0.0427385729343305,23.3980671637432,160.730721733217,20
"100","2008-06-23-N-038","2008-06-23-N-038","Sapphire Princess",1,"1",17.11776025,1806.143335,"BL-Blowing","excellent","1'",439287.7284,6489382.24,0.749192987042,9874,1810,"1_excellent_1810",0.187619012225061,5.32995024406395,160.730721733217,20
"101","2008-06-23-N-040","2008-06-23-N-040","Sapphire Princess",1,"1",13.33685802,981.1674733,"BL-Blowing","excellent","1'",438907.2656,6489097.736,-0.386522768721,9874,980,"1_excellent_980",0.560374009722289,1.78452244866885,160.730721733217,20
"102","2008-06-25-N-002","2008-06-25-N-002","Statendam",1,"1",13.52384647,1360.373905,"BL-Blowing","excellent","calm",440399.9775,6478429.689,-0.330354765453,9544,1360,"1_excellent_1360",0.325853015314772,3.06886833326985,82.6249409319697,11
"103","2008-06-25-N-007","2008-06-25-N-007","Statendam",1,"1",12.65391118,2273.421662,"BL-Blowing","excellent","calm",437824.965,6482043.506,-0.591667847687,9671,2270,"1_excellent_2270",0.11757742847925,8.50503377165186,619.368799923408,19
"104","2008-06-25-N-055","2008-06-25-N-055","Statendam",1,"1",15.98427408,463.2876189,"BL-Blowing","excellent","1'",437661.1742,6491970.87,0.408713909854,9955,460,"1_excellent_460",0.988626675202275,1.01150416540743,310.853980729245,23
"105","2008-06-28-N-018","2008-06-28-N-018","Coral Princess",1,"1",17.69490517,125.8879179,"BL-Blowing","excellent","1'",410997.4135,6523435.596,0.922557051789,11032,130,"1_excellent_130",1,1,2.28844868555979,2
"106","2008-06-28-N-019","2008-06-28-N-019","Coral Princess",1,"1",18.61592867,2727.853577,"BL-Blowing","excellent","1'",428472.9757,6510276.712,1.19921612329,10584,2730,"1_excellent_2730",0.0793896314670383,12.5961033137582,16.2813163879885,2
"107","2008-06-29-N-002","2008-06-29-N-002","Ryndam",1,"1",13.0073713,820.8391271,"BL-Blowing","excellent","calm",441429.3452,6479799.642,-0.485494716805,9591,820,"1_excellent_820",0.706358867677481,1.41571097321679,22.9371394013288,14
"108","2008-06-29-N-045","2008-06-29-N-045","Ryndam",1,"1",17.7323406,371.8878126,"DF-Dive-fluke-up","excellent","calm",414052.0336,6521547.609,0.933801988867,10977,370,"1_excellent_370",0.999319117090353,1.00068134682706,120.563687247364,7
"109","2008-06-29-N-046","2008-06-29-N-046","Ryndam",1,"1",17.2712607,2364.006967,"BL-Blowing","excellent","calm",429146.429,6509127.249,0.795301790967,10537,2360,"1_excellent_2360",0.108317988604854,9.23207689581475,98.8173310768668,7
"110","2008-07-02-K-004","2008-07-02-K-004","Statendam",1,"1",13.78447154,2987.41584,"BL-Blowing","excellent","calm",454041.4972,6463934.708,-0.252067631764,8381,2990,"1_excellent_2990",0.0652363675290926,15.3288731098347,17.4766362064149,3
